KO_ID	KO_function	SRS020862	SRS022143	SRS022149	SRS022281	SRS022530	SRS022536	SRS022719	SRS022725	SRS022883	SRS023352	SRS023358	SRS042307	SRS043461	SRS043494	SRS043663	SRS043942	SRS044366	SRS045313	SRS045588	SRS045602	SRS046595	SRS047126	SRS047824	SRS048744	SRS049211	SRS050244	SRS050709	SRS051228	SRS051941	SRS052227	SRS052570	SRS052604	SRS052876	SRS053895	SRS054196	SRS054687	SRS055401	SRS055426	SRS056090	SRS056113	SRS056327	SRS056951	SRS057244	SRS057619	SRS057791	SRS058053	SRS058693	SRS063485
K02107	V/A-type H+/Na+-transporting ATPase subunit G/H	0.0	302.609	16.5232	105.4612	42.6567	133.4518	41.0	292.45529999999997	352.3527	201.6153	46.2736	0.0	11.4071	22.0	7.6506	0.0	0.0	24.7946	0.0	0.0	0.0	4.7404	95.1195	24.6229	4.6698	253.37660000000002	0.0	21.683	50.6441	9.149799999999999	7.7048	28.2384	72.87819999999999	2.3881	0.0	8.2885	20.6845	10.4756	4.3333	138.8022	21.0795	27.1995	41.8269	2.7117	46.0	84.8487	15.2011	171.71470000000002
K02108	F-type H+-transporting ATPase subunit a	965.8974	3321.5670999999998	489.00100000000003	2075.8626	1793.4688	2106.8717	3434.4862	2265.4297	3302.4281	2626.775	585.8987	493.7978	1380.0655	1890.7941	4066.1199	988.7338	243.2648	202.6437	284.4518	2616.2084	3088.0628	1086.1957	3254.2506	1716.6196	446.5943	3862.394	23.0	618.4012	1950.0236	1263.2507	1235.538	652.8657	1868.9872	968.8178	1048.6475	3739.6095	904.8281000000001	1098.9392	860.1414	1166.0023	1383.0732	405.0577	1551.3141	991.3062	3471.705	1155.1834999999999	2665.1326	5574.9827
K02109	F-type H+-transporting ATPase subunit b	1003.4949	3339.0628	459.2774	2452.6663	1810.1199	2264.919	3299.1841	2456.3487	3346.5386	3854.8994000000002	670.957	448.63739999999996	1332.2719	2237.406	4469.411300000001	1115.3837	308.55	243.59949999999998	301.036	2588.9462	2609.5264	971.4131	4369.8932	1889.5428000000002	493.8565	3951.9568	25.4297	659.5536	1928.0559	1273.3934000000002	1282.6075	664.4179	1824.2983	1130.5571	1098.5154	3543.1247	889.8051	1254.4234999999999	847.2035	1350.1274	1530.3134	457.7566	1475.3288	1073.4101	2982.4004	1204.6868	2812.2714	6163.5271
K02110	F-type H+-transporting ATPase subunit c	365.2662	2527.4317	346.1083	1769.7397	1530.9139	1813.5935	3183.8823	2112.2617	3007.3750999999997	2830.4194	458.1841	345.4417	1088.3659	1036.059	3509.3383	706.8709	249.0408	217.84459999999999	288.025	2152.776	2141.6258000000003	785.3494	2801.3711	1521.2757	486.766	3224.7518999999998	27.9941	506.6577	1630.5286999999998	1272.6117	1206.9034	744.4364	1599.6791	784.1414	696.6682	2920.6793	510.701	970.9322999999999	488.03499999999997	1026.6435	1006.9349	402.5824	1375.4707	641.3945	2541.8276	870.9283	2198.233	4332.0948
K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	819.3682	2941.5403	398.0573	1962.6314	1793.2798	2312.4833	3977.2315	1990.8327	2784.2781	2751.3256	442.7662	392.41499999999996	1367.0557	1896.181	4157.1029	795.5353	176.7031	204.9393	307.4946	2286.9866	2448.1033	1016.1653	3247.7232	1641.4478000000001	459.249	3303.994	15.0	705.5915	1563.3982	1180.4843	1156.8741	601.7839	1641.4782	914.1850999999999	1083.4377	3674.5153	795.7041	1330.3079	798.7927	1285.8486	1500.7859	281.1095	1489.2227	915.3910999999999	3225.507	1170.2117	2280.5638	5772.2717999999995
K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	894.0621	2373.654	362.8473	1903.4057	1714.5194	2124.0865	3249.7718	1900.7745	2955.9844000000003	2461.4618	447.2278	383.7248	1085.4087	1991.1843	3501.3641000000002	846.3976	200.7823	184.5752	223.7666	2473.4573	2691.1236	888.3953	2875.9312	1341.6979000000001	426.2363	2572.0401	38.7068	538.796	1530.6646	890.5795	1305.2351	635.2951	1652.2393	886.7905999999999	586.0018	3348.4204	798.4304999999999	1319.2437	767.6691	1238.4591	1468.0846999999999	300.8742	1423.7255	689.8568	2383.0838	864.6882999999999	2673.2547999999997	5616.3618
K02113	F-type H+-transporting ATPase subunit delta	835.4235	2818.7965	449.5356	2191.8577	1906.98	2083.1129	3503.9845	2173.3903999999998	3243.1546	3162.0676	587.1111	441.8217	1338.3591999999999	1907.6903	3768.5994	1016.4186000000001	319.298	269.5787	300.798	2516.2076	2530.8191	1061.1214	2779.0678	1677.0004	430.7945	3600.0475	21.2809	675.3339	1674.9448	1293.0414	1205.948	569.5989999999999	1682.7722	980.0905	1050.6635	3637.9283	840.2076	1068.6581	832.9479	1320.8488	1568.8714	423.4849	1392.5079	911.0976	3710.9623	1187.8468	2570.8324	5996.0477
K02114	F-type H+-transporting ATPase subunit epsilon	334.2088	2159.6126999999997	264.0639	1143.3531	1612.0511	1340.9155	2857.549	1498.7838	1511.6613	1944.2948999999999	281.6082	327.2007	718.1447000000001	1524.7938	2120.9384999999997	661.9369	132.8253	171.9014	169.4619	1862.6021999999998	2441.66	672.244	2804.0574	1170.8958	195.0597	1861.6575	27.146	396.1518	1050.4957	683.1039000000001	1140.8680000000002	528.8127000000001	998.5652	625.7403	464.1081	2714.7635	593.5386	632.7497	464.5288	687.6714000000001	909.3645	199.5189	1159.7934	402.4208	2042.9223	771.4883	1892.1263	3758.828
K02115	F-type H+-transporting ATPase subunit gamma	815.1167	3100.4042	377.6062	1882.8594	1581.584	2266.3375	3463.2524	2155.67	3153.5238	2461.2039	395.33959999999996	388.4356	1107.7964	1901.9627	3118.6127	894.1639	159.3271	221.6748	289.0407	1997.1299999999999	3066.1065	969.6169	3455.4265	1344.2381	437.54879999999997	2621.7082	34.5973	639.2831	1541.6116	1154.6967	1186.5954	678.3982	1539.7068	956.7551	1008.9825	3780.5228	892.0961	1270.2583	739.553	1275.5408	1408.0264	253.758	1258.916	836.4339	3133.2145	1048.4284	1737.8641	6097.8989
K02116	ATP synthase protein I	87.3068	234.4324	28.0	279.217	0.0	85.8451	35.4078	115.1667	237.7742	105.0943	47.0567	44.3483	24.0319	76.3758	17.3141	20.305	0.0	0.0	39.5412	28.510399999999997	22.7021	0.0	146.0864	105.5917	41.0	193.805	0.0	23.5833	94.88250000000001	6.2583	41.453900000000004	19.543599999999998	172.6512	39.1137	74.35329999999999	136.0563	240.28629999999998	11.0496	117.9811	44.6325	42.9548	13.0	10.2498	7.7529	9.5402	48.8768	121.3208	1080.0139
K02117	V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]	21.3693	627.7103999999999	20.2405	121.8124	242.59990000000002	177.5761	373.94259999999997	332.6307	289.55740000000003	494.7109	34.4753	23.0	70.3363	466.3532	396.56059999999997	94.1368	0.0	0.0	0.0	393.5294	239.9702	132.1815	501.7763	210.33880000000002	0.0	743.8859	0.0	7.2171	47.947500000000005	95.78	86.4263	20.6332	146.9857	32.0	83.2217	144.8656	54.5198	174.7907	63.9845	121.8129	164.6108	0.0	253.3642	9.6679	326.0528	83.762	428.0069	280.8697
K02118	V/A-type H+/Na+-transporting ATPase subunit B	28.6616	481.58299999999997	36.0713	167.9912	236.0736	182.3437	310.87579999999997	421.0614	333.9001	507.31620000000004	67.96119999999999	23.9161	61.5485	367.8556	796.5447999999999	89.6448	0.0	0.0	0.0	402.3139	111.5549	0.0	575.2238	158.4034	4.0	901.2971	0.0	46.1875	61.06	144.3069	59.6674	55.4761	64.6494	39.5592	115.58919999999999	251.5403	56.7634	175.4163	56.470600000000005	121.5404	350.1784	50.922	252.40279999999998	0.0	475.7676	20.4409	487.8445	119.34140000000001
K02119	V/A-type H+/Na+-transporting ATPase subunit C	11.0533	875.4766	81.0553	119.24709999999999	375.1503	126.5626	514.2229	250.83419999999998	533.0544	577.0988	61.6655	22.0	163.5747	468.5168	711.6902	44.3503	12.8876	43.3673	0.0	391.284	405.0878	135.2654	509.9679	280.5681	11.874	983.2424	0.0	63.9739	184.65509999999998	165.089	68.824	42.2751	104.614	55.9705	147.5621	590.3264	67.9147	191.348	92.90769999999999	174.3732	160.9064	56.99	299.1053	4.625	496.2311	31.6876	289.5213	216.48430000000002
K02120	V/A-type H+/Na+-transporting ATPase subunit D	31.8077	603.1913999999999	128.9509	316.7151	284.8148	207.2159	538.9564	317.8254	581.2895	653.8525	47.194199999999995	30.2456	164.1607	459.2439	266.9443	270.73580000000004	15.3638	0.0	0.0	434.1814	335.4941	164.7236	674.2547	279.0181	18.7057	968.2767	2.1971	60.169	133.9405	238.19350000000003	108.0648	78.18809999999999	97.0416	44.0017	240.7708	525.4901	79.7384	253.5263	90.2122	247.58859999999999	346.8953	37.155	276.2708	10.4101	510.5326	238.8059	589.6205	385.1137
K02121	V/A-type H+/Na+-transporting ATPase subunit E	0.0	258.9205	101.4547	146.8868	259.0634	124.4209	252.31289999999998	137.717	325.5186	145.043	34.7917	0.0	38.731	57.46510000000001	179.1231	0.0	0.0	21.1087	0.0	23.0	41.5815	0.0	404.3087	164.2615	224.5916	469.4139	0.0	14.9702	116.9381	66.654	67.9432	27.7892	133.0233	0.0	0.0	76.5906	36.1031	82.06360000000001	7.4076	126.3243	97.5743	26.1359	143.8116	0.0	130.9622	140.0529	125.8913	222.0319
K02122	V/A-type H+/Na+-transporting ATPase subunit F	12.9609	828.3011	110.0907	235.2388	333.5226	404.5263	479.19300000000004	510.7423	593.2471	632.14	66.4945	29.3115	138.4444	455.11100000000005	939.919	188.9736	31.0718	41.8091	7.8162	393.0766	435.47929999999997	9.8608	638.8107	271.6694	19.8387	996.2796	0.0	75.0666	173.5895	154.1549	38.1289	57.6072	210.9709	36.962599999999995	148.3863	641.3916999999999	65.05980000000001	256.9713	88.6521	166.05020000000002	287.153	63.1455	279.87330000000003	68.4258	473.7726	285.1955	451.6728	507.76099999999997
K02123	V/A-type H+/Na+-transporting ATPase subunit I	42.484700000000004	801.9022	119.70060000000001	348.7857	295.3914	413.40000000000003	576.6617	491.9398	677.6879	618.2665	51.1933	21.0	62.627399999999994	478.91839999999996	846.9281	39.8356	25.1056	24.4697	0.0	398.2502	354.4827	136.41379999999998	680.1389	271.4278	211.5847	1110.7109	0.0	73.9904	86.2103	192.1696	215.0488	111.39540000000001	183.9995	39.5517	45.2137	644.1593	58.541000000000004	169.1063	102.68740000000001	216.3684	144.3221	18.4163	395.832	47.8251	574.0083	184.4336	437.0836	294.2968
K02124	V/A-type H+/Na+-transporting ATPase subunit K	27.964599999999997	903.3304	160.6471	183.2602	550.6111	296.9902	644.6698	403.9746	711.3453	615.867	95.9798	30.902099999999997	202.0227	483.09090000000003	752.9542	163.6581	16.5313	55.2952	7.7708	400.41859999999997	470.8285	4.2824	640.4205999999999	316.9755	186.798	1009.0587	0.0	110.7534	91.9247	204.775	197.7936	143.8239	184.0882	49.7817	158.84789999999998	600.5209	77.2589	189.2558	101.74119999999999	234.4451	287.2654	40.8606	472.772	21.8774	600.9053	203.7002	386.1975	434.01619999999997
K02128	F-type H+-transporting ATPase subunit c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	178.5304	1430.0807	158.8337	831.7224	1020.6288	895.39	1665.0624	1179.5251	1520.3829	1134.0551	281.3208	308.2187	505.3806	1138.3527	1301.518	571.186	262.7736	135.8259	153.4788	854.0774	2398.1913	566.6129	1097.0082	668.5803000000001	86.182	1955.5953	18.5634	323.2135	668.6062	209.60739999999998	640.9822	300.2111	936.0463	809.5871	460.65840000000003	2360.4859	266.021	429.315	605.9766999999999	837.4669	625.2768	188.6161	1042.5946000000001	273.9271	1174.6137	593.4305	1928.6627	4126.7577
K02164	nitric oxide reductase NorE protein	0.0	0.0	0.0	39.3645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	471.8297
K02167	TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes	28.937599999999996	0.0	27.5144	107.23400000000001	0.0	5.3909	0.0	22.584200000000003	240.544	0.0	0.0	3.9179	0.0	0.0	0.0	0.0	0.0	0.0	18.8801	0.0	0.0	20.9019	0.0	0.0	0.0	0.0	0.0	11.1233	57.6645	0.0	0.0	0.0	16.387900000000002	42.8889	97.7279	0.0	18.2733	0.0	48.465	0.0	0.0	0.0	0.0	28.4673	0.0	63.9741	0.0	143.5003
K02168	choline/glycine/proline betaine transport protein	138.81709999999998	18.0974	0.0	689.4996	203.2991	367.305	18.1917	294.6902	420.4851	116.3618	30.6213	47.264700000000005	100.0	259.4983	754.8716	0.0	151.4049	147.9048	102.2659	260.337	994.8325	279.3772	312.8085	189.4398	0.0	366.5483	23.0014	114.2204	137.7548	68.0	157.98	60.4813	171.4742	436.7383	168.8396	100.2422	251.8349	23.4268	243.20909999999998	178.6891	31.6055	24.1479	29.2844	245.7597	275.0	163.5577	353.7465	2241.0406000000003
K02169	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	55.9038	11.5962	32.1859	146.0752	0.0	149.959	10.0769	204.691	246.32850000000002	0.0	67.9608	149.4538	0.0	0.0	0.0	0.0	25.1487	83.2359	36.1949	0.0	0.0	122.3777	0.0	0.0	240.74939999999998	0.0	0.0	79.1083	90.2173	36.1808	0.0	71.8269	22.1949	157.662	15.0	0.0	144.3887	0.0	151.0	18.0	0.0	21.2308	0.0	8.0756	0.0	204.3161	0.0	644.9339
K02170	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	0.0	38.7108	0.0	41.0582	379.9612	55.0255	1155.2262	136.46349999999998	290.7339	10.4632	0.0	32.7095	89.0	8.7363	5.3614	12.6814	0.0	0.0	51.198	315.8273	723.3815	200.71710000000002	288.9277	149.0	0.0	349.3025	17.0	12.0	92.0989	58.7778	546.5127	0.0	161.3306	361.6943	110.4726	344.4351	21.6592	36.7631	36.2594	49.62949999999999	0.0	21.0	261.6506	6.4076	0.0	16.8291	488.5596	941.4192
K02171	BlaI family transcriptional regulator, penicillinase repressor	220.6479	1048.1275	165.4099	380.5991	391.8915	319.6208	453.67699999999996	656.0006	786.3464	1338.7669	203.097	54.55	369.40000000000003	914.6081	1429.1831	586.8836	107.45219999999999	60.4955	37.0518	1126.9204	906.3714	421.577	1121.0453	333.5453	993.9372	793.8678	4.3333	190.5698	412.4886	314.7215	37.5142	117.945	333.2767	152.9464	314.8469	925.9822	305.8718	394.2869	368.6343	416.2246	616.5199	160.8742	243.6666	279.4939	1057.6826	292.6806	667.876	658.9509
K02172	bla regulator protein blaR1	29.943	244.1596	72.42320000000001	117.60940000000001	44.2935	31.371499999999997	93.761	404.8956	368.5633	1072.5569	36.769999999999996	11.549	212.0	77.08	489.2615	0.0	0.0	22.8064	0.0	269.3796	64.5215	105.7647	329.196	125.5543	840.6084	221.3798	0.0	31.3501	54.6423	177.3805	16.087	26.8232	46.8364	45.920100000000005	44.3703	109.8192	79.8858	57.288399999999996	65.09909999999999	15.6653	260.2599	11.4759	74.2084	53.7918	320.028	63.6122	100.231	147.23600000000002
K02173	putative kinase	0.0	0.0	0.0	9.7651	0.0	0.0	0.0	0.0	9.8619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3586	0.0	0.0	0.0	0.0	0.0	0.0	14.8409
K02182	carnitine-CoA ligase [EC:6.2.1.48]	0.0	0.0	9.8124	107.933	0.0	39.9607	0.0	0.0	163.5805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.499	35.3571	10.6827	0.0	0.0	0.0	5.2566	0.0	21.8272	13.0852	0.0	0.0	8.5145	7.1959	0.0	0.0	14.7058	0.0	0.0	9.9634	0.0	0.0	66.58	70.341	23.1385	10.5178	12.883
K02188	cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	11.6565	1319.8372	92.8963	411.6881	527.9622	315.1914	289.9048	705.6913999999999	550.2188	826.6706999999999	61.9881	15.0	326.474	444.2557	533.3995	78.0465	20.5323	97.949	33.4659	574.8483	169.9198	216.2081	809.1141	414.8402	199.3117	903.5965	0.0	99.618	380.3294	365.0324	118.3338	121.0508	368.839	61.1783	137.5444	486.85450000000003	141.78459999999998	167.4355	126.6495	365.402	393.42810000000003	75.82130000000001	280.0423	116.783	770.0286	228.6622	618.0067	1438.1418
K02189	cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	16.526899999999998	1282.1726	60.4173	440.0294	345.2778	430.0654	280.208	388.3864	738.5109	599.1375	38.423	15.0	126.5404	404.6919	254.853	40.632	14.483	67.46549999999999	87.4477	545.6523000000001	218.72	230.8631	585.2943	256.2093	105.4465	1144.3836000000001	0.0	78.3697	251.2472	246.7587	59.6362	138.5342	179.55089999999998	160.388	62.1336	270.6269	202.8923	136.3436	159.5242	246.1226	328.0093	49.5029	199.4453	56.941500000000005	517.908	171.8796	447.1744	2925.3765
K02190	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	39.3678	2203.5306	73.6406	477.4202	894.4495	720.6268	298.876	1000.6295	626.7483	1988.955	198.4129	16.0	645.9035	826.2288	981.1644	261.90070000000003	24.4421	150.3154	4.4928	1622.997	705.9413	229.7795	1853.1479	750.4207	198.5185	2163.3009	0.0	184.8938	521.6788	625.4073	277.5773	335.31669999999997	406.3712	30.9931	145.09359999999998	600.8241	99.4641	398.41429999999997	77.7024	453.8291	717.2491	187.6157	530.7261	144.0522	1765.348	385.0571	750.3459	475.0196
K02191	cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	12.2667	861.9692	26.999000000000002	214.12269999999998	221.9866	226.5525	193.9502	383.1705	196.9843	272.0997	76.8753	15.0	94.5977	326.49649999999997	357.59590000000003	103.2096	0.0	68.7632	5.5318	524.3534	142.47719999999998	161.7364	522.058	316.2659	8.0222	743.0756	0.0	77.4807	169.39170000000001	158.19310000000002	69.7846	127.21119999999999	71.5407	25.0	128.8135	317.3408	110.6607	61.537	62.9779	145.4984	207.947	46.819900000000004	119.9558	32.4966	708.9353	97.2059	289.20430000000005	312.3432
K02192	bacterioferritin-associated ferredoxin	42.0	0.0	8.3978	118.46379999999999	210.0	114.3141	965.199	192.4627	321.8804	25.0	9.0966	58.105599999999995	101.0	12.0	0.0	12.1791	25.0	0.0	63.2641	252.0	578.0	170.3483	291.0	112.0	0.0	265.3731	17.0	33.8327	106.4946	67.0	530.0	36.8776	240.442	374.2762	118.9903	537.8955	15.592	14.7363	52.8463	70.6843	0.0	24.0	194.6617	35.2038	4.7612	45.683099999999996	352.0	892.8357000000001
K02193	heme exporter protein A [EC:7.6.2.5]	60.824	67.80189999999999	35.0874	121.55940000000001	49.933	259.05129999999997	226.9146	227.8179	331.1173	112.0	72.497	163.37040000000002	0.0	298.0	881.1184	273.8598	50.3255	58.5	28.7253	458.2165	519.8084	160.95159999999998	15.6573	248.4053	0.0	256.0249	10.7181	84.6671	107.68299999999999	168.1464	107.4735	61.9315	37.1832	178.58620000000002	43.8014	248.51549999999997	70.5199	113.9148	146.0	68.9921	47.0452	0.0	310.4642	0.0	216.0	188.7699	329.85360000000003	949.3274
K02194	heme exporter protein B	64.3954	93.5452	41.4145	189.0501	216.8844	293.4766	497.2054	368.1943	481.9867	128.1265	58.9654	168.2629	133.4907	298.0	942.485	269.7373	56.3679	56.8378	30.6521	620.1096	552.6006	203.2829	62.7286	312.43670000000003	0.0	354.8044	10.0	91.8828	152.20870000000002	278.74170000000004	101.4775	90.08539999999999	51.6293	186.3621	56.5893	443.524	69.2526	75.6922	147.0	83.4177	80.9867	11.6997	362.67269999999996	19.4112	230.569	219.7758	469.50149999999996	1154.5555
K02195	heme exporter protein C	60.952799999999996	35.8172	44.2021	226.1477	507.0513	361.4861	276.3756	356.07640000000004	346.8812	130.2006	75.5567	159.1241	177.4071	305.7953	1375.7962000000002	180.8192	0.0	54.8556	36.0207	539.3212	442.9528	142.38729999999998	60.8922	249.4494	0.0	254.71	9.1808	90.85640000000001	149.0485	199.0904	94.8812	95.6984	34.7762	162.7193	65.2709	143.0817	125.7785	137.92849999999999	147.0	82.11240000000001	53.2281	14.1606	334.0122	14.1862	231.5647	260.9956	385.2522	1083.4101
K02196	heme exporter protein D	60.0	116.0058	41.0714	144.7387	269.8627	320.0001	364.0603	164.3622	359.8842	110.0	71.2639	154.0	127.1765	299.0	1361.0931	206.4265	57.2892	53.3039	37.923	502.2157	447.2598	119.9608	19.0	262.3088	0.0	278.9951	9.0	92.0	111.9541	146.1814	88.8824	74.1202	26.032799999999998	146.8397	65.581	207.93529999999998	113.51429999999999	132.6519	151.1176	63.0	28.1127	15.1814	319.2157	11.8088	215.0	230.4184	481.9607	535.4892
K02197	cytochrome c-type biogenesis protein CcmE	60.0	117.5783	48.57	229.9808	487.7627	344.3015	665.3485	369.98	535.747	131.01670000000001	84.2214	157.24960000000002	290.3107	303.4053	0.0	257.4331	52.5932	55.9012	39.6456	460.2584	454.6433	165.1331	60.12	274.6309	0.0	224.0082	8.2222	92.2804	139.8534	185.59359999999998	86.82719999999999	96.8885	34.7538	130.5433	64.85329999999999	289.592	104.81460000000001	144.1186	147.0	96.246	42.4604	16.2392	350.2956	13.718	232.2238	215.0171	511.7175	1200.4258
K02198	cytochrome c-type biogenesis protein CcmF	59.4518	0.0	51.3345	199.7742	144.3548	76.5318	615.2982000000001	220.95350000000002	306.3765	107.9092	51.413399999999996	140.0421	0.0	299.8497	0.0	203.8423	44.0985	189.7234	27.6443	0.0	460.6026	80.8515	57.085899999999995	0.0	0.0	0.0	6.8928	96.57499999999999	115.25110000000001	75.83770000000001	93.8398	79.2015	28.1746	145.3906	56.454	0.0	72.0428	30.3895	148.55610000000001	80.4285	20.6793	18.6415	323.1867	0.0	213.4277	222.0405	0.0	956.2821
K02199	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	116.0586	231.627	94.80919999999999	395.0945	1020.1637000000001	578.2973	1263.3566	841.5882	708.0243	442.8841	187.7098	327.1236	379.1972	644.2741	530.7768	613.4298	76.8168	188.043	79.3165	1225.5415	1819.8481000000002	308.9464	300.134	671.5339	0.0	954.496	14.9935	210.3191	238.9306	432.2188	956.0006000000001	106.7458	249.1664	362.254	121.9492	1541.2969000000003	181.2532	202.51479999999998	284.8642	135.1637	116.7808	70.626	1438.2033000000001	47.3651	530.03	592.5158	1108.4186	1643.8710999999998
K02200	cytochrome c-type biogenesis protein CcmH	62.7656	56.0903	42.2624	130.8889	544.1134	270.5298	648.6068	325.2586	392.092	137.38490000000002	93.5968	154.1054	227.2903	301.0	916.7642000000001	241.42579999999998	37.4409	55.483900000000006	69.512	538.2257999999999	587.8115	70.7462	24.1677	246.9484	0.0	319.1613	3.5627	102.6658	114.9723	203.267	59.2882	54.4602	26.1268	194.10410000000002	67.5598	238.0	107.356	257.0127	155.1137	68.0	0.0	22.0	301.4064	24.869799999999998	272.7314	247.5413	770.5662	945.7761
K02203	phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	0.0	283.5461	9.7371	79.1406	30.0033	7.5747	9.9711	0.0	93.8988	207.1396	0.0	0.0	25.4128	110.79429999999999	12.0367	4.9084	0.0	0.0	0.0	0.0	6.5512	0.0	110.40910000000001	14.805	59.0213	239.3306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.199600000000004	0.0	76.6361	0.0	0.0	90.37819999999999	0.0	23.2051	0.0	79.5399	13.1493	35.0059	8.7772
K02204	homoserine kinase type II [EC:2.7.1.39]	19.7061	155.8428	21.2129	144.7337	360.5119	123.711	1634.2068000000002	325.2122	358.33979999999997	21.2102	32.8989	32.543	123.9691	129.3405	129.6371	9.2636	0.0	18.0021	60.8273	207.7037	978.7043	237.8016	167.5784	206.0564	0.0	536.0381	7.8813	42.048100000000005	109.848	42.3769	487.1671	55.0773	205.19549999999998	415.8099	110.0261	702.8137	74.5267	23.4967	101.8164	86.1554	30.5519	34.8861	185.6776	24.3303	84.9718	85.15259999999999	438.7596	2063.0846
K02217	ferritin [EC:1.16.3.2]	148.6062	954.524	232.0618	1107.8526	1058.1096	1058.4264	1117.4327	1373.1622	1468.5601	1122.8534	180.4554	350.174	822.9407	516.2966	2547.9427	501.2802	75.41120000000001	230.6731	46.177099999999996	997.7473	1144.4035999999999	324.9588	1198.4486	679.2887	284.7075	1586.7034	10.300699999999999	427.1761	948.7297	516.051	1439.8919	494.024	1710.2937	160.9545	318.76619999999997	317.304	274.7576	297.2986	363.53589999999997	609.2162	339.4309	123.943	1304.3258	215.79139999999998	738.3806	891.3461	688.2185	1973.3567
K02221	YggT family protein	918.9906	1412.3251	372.5095	1526.8426	1116.6875	1289.8981	953.4606	1237.1682	2139.2453	1007.3245000000001	502.1408	320.1132	681.7858	1168.1269	2442.3571	690.1915	204.2681	194.03269999999998	254.6959	984.0961	1012.0048999999999	644.221	1528.8156	884.1868000000001	0.0	1666.6054	8.4267	611.5857	1371.2431	467.2247	421.0062	301.5403	981.5925	770.8933	1013.7986999999999	1371.6096	697.5585	650.1939	605.1087	734.4975999999999	737.2205	198.9373	668.9697	986.9057	1838.6945	907.17	1670.0391	3668.3819
K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	38.0442	760.4181	129.8513	792.568	611.998	937.378	366.7019	772.9852	1141.0359	431.3935	203.21370000000002	22.859299999999998	315.40319999999997	153.8297	550.7346	98.8826	42.5206	80.3632	111.9818	569.5689	295.1982	293.3222	871.7819999999999	378.97220000000004	245.4766	1146.1719	0.0	266.0762	707.6176	256.4361	244.02130000000002	276.4061	670.3619	61.1185	488.9601	534.8156	129.9299	194.1672	120.8715	462.23629999999997	262.2262	116.021	345.45709999999997	380.3675	797.7034	242.8126	487.40200000000004	1743.1073999999999
K02225	cobalamin biosynthesis protein CobC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.7224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02226	alpha-ribazole phosphatase [EC:3.1.3.73]	0.0	28.1477	0.0	29.3485	0.0	7.7367	0.0	40.591	87.4717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.464	0.0	9.7991	20.7576	0.0	19.5187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.403
