KO_ID	KO_function	SRS062418	SRS062714	SRS063373	SRS063823	SRS064197	SRS064466	SRS064937	SRS065299	SRS075765	SRS075771	SRS075870	SRS075876	SRS075987	SRS075993	SRS076764	SRS076770	SRS076868	SRS076874	SRS077239	SRS077245	SRS077384	SRS077390	SRS077441	SRS077447	SRS077633	SRS077639	SRS097912	SRS097918	SRS097966	SRS097972	SRS098045	SRS098057	SRS1054712	SRS1054853	SRS1054881	SRS893260	SRS893280	SRS893283	SRS893291	SRS893318
K02551	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	173.3721	279.47749999999996	148.2998	0.0	248.53969999999998	26.6989	609.1333	976.1368	1175.7258	1325.3696	1090.529	328.4174	973.7707	247.4734	1447.2662	921.282	1092.5584	374.1407	900.8368	867.3197	733.3363	745.7723	619.4046000000001	604.0813	977.7861	766.7998	983.0346999999999	461.9574	987.6471	580.8649	972.4689999999999	326.1449	382.4483	458.87109999999996	290.3499	598.3458	351.4793	309.1728	598.4776	426.86650000000003
K02552	menaquinone-specific isochorismate synthase [EC:5.4.4.2]	0.0	51.7833	34.581900000000005	0.0	0.0	37.8788	135.6203	177.0947	363.9595	441.36019999999996	240.9931	72.0786	491.7158	159.11079999999998	307.01890000000003	475.7694	428.58720000000005	53.4982	398.3995	203.3274	420.2555	133.9958	26.4445	27.218899999999998	161.9549	549.9706	527.6372	134.78449999999998	503.0277	137.09109999999998	464.54110000000003	124.2889	7.5971	94.5651	69.1147	476.9338	104.7063	15.4963	65.68090000000001	146.9521
K02553	regulator of ribonuclease activity A	116.3074	121.7898	352.7805	5.4172	201.4849	0.0	94.8376	57.8802	20.2814	138.3248	47.2599	337.1108	167.52890000000002	43.437	222.1397	44.7785	23.7066	102.6926	112.7805	217.24239999999998	18.7535	23.8788	408.7968	224.8381	0.0	54.4314	52.6826	74.84240000000001	35.4469	238.205	8.0599	173.6396	122.2696	181.647	288.28860000000003	29.0	20.6443	60.2213	0.0	54.2255
K02556	chemotaxis protein MotA	8.014	75.5238	67.9339	0.0	0.0	0.0	24.0	67.9718	109.8959	122.30590000000001	80.7375	36.9424	152.2135	0.0	61.7933	38.4356	192.0203	0.0	29.781599999999997	109.77929999999999	91.0702	24.4968	24.051000000000002	39.6142	72.69	51.5909	57.318799999999996	333.1663	100.1114	196.0694	72.0718	268.8974	20.4099	9.7599	43.0282	19.0275	0.0	33.7599	68.8106	9.2552
K02557	chemotaxis protein MotB	31.227	202.8208	120.36200000000001	0.0	67.6579	0.0	163.3373	428.64939999999996	392.7025	272.6695	830.7719999999999	115.13040000000001	505.33889999999997	23.2521	439.2363	115.71039999999999	484.75690000000003	61.1391	262.67900000000003	329.5847	197.3491	135.3687	54.726299999999995	68.6002	293.4379	139.6395	349.5275	556.7445	356.6463	447.41069999999996	236.3083	371.748	127.19160000000001	35.2096	183.4205	110.1644	9.6906	154.603	363.1551	123.4017
K02558	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]	149.2415	280.1646	420.2459	4.8945	154.0937	0.0	159.0581	189.71659999999997	26.3549	220.1293	43.4938	537.4742	294.4439	30.6628	87.8634	157.36430000000001	0.0	114.2976	676.2081999999999	313.383	324.8598	142.59380000000002	1131.4839	434.68489999999997	118.9097	306.2274	307.6231	702.4911	48.7434	658.7599	38.2614	558.748	342.8899	168.4435	382.0982	32.2704	22.9954	138.19389999999999	0.0	159.8373
K02560	lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]	121.0	34.3761	200.6021	3.6692	176.2833	0.0	72.9368	55.9177	0.0	99.0	97.4219	341.4	197.4375	27.0	244.7105	13.0	14.8833	43.678200000000004	0.0	160.1393	0.0	4.7348	142.2927	95.17450000000001	0.0	26.454500000000003	0.0	83.1322	0.0	40.013	0.0	89.0	53.1167	181.7585	138.5969	28.0	15.0	48.7619	0.0	112.54599999999999
K02562	mannitol operon repressor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	259.7733	1420.4263	1481.2318	4.09	486.105	97.59779999999999	1092.5332	1714.8119	2174.0149	1806.7573	2432.3162	1212.5819	2331.9968	521.1707	2610.6714	1353.6225	2129.5919	899.4115	1990.2818	2224.2391	1922.7558	1066.5178	1693.4139	1395.1756	2076.9723	1682.7689	2374.0535	1420.6843	1879.7498	2110.5048	1636.5082	930.9981	1268.6398	858.0189	1438.9246	1353.6284	620.7467	564.1567	1474.5724	610.9596
K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	171.5617	834.6442	900.525	20.3197	462.78000000000003	54.358200000000004	443.2025	1109.6401	1562.2947	862.8171	1562.6273	732.8211	1875.0585	247.211	1879.5633	608.4453	1572.0629000000001	446.60269999999997	844.9147	1232.3226	920.8699	465.808	871.2919	461.6322	1305.3888	959.7962	1616.4716	627.2306	1302.6247	895.7205	855.8798	386.6961	798.8770999999999	472.3881	1049.4414	1031.0847	515.4943	381.2438	1279.6071	332.63890000000004
K02565	N-acetylglucosamine repressor	0.0	0.0	0.0	0.0	5.1626	0.0	5.5776	0.0	0.0	0.0	0.0	0.0	0.0	5.719	0.0	20.6789	0.0	9.9624	0.0	92.5025	0.0	0.0	0.0	40.0196	0.0	33.491	0.0	6.3873	0.0	8.424	0.0	17.0	0.0	0.0	0.0	0.0	0.0	49.0948	0.0	0.0
K02566	5'-nucleotidase [EC:3.1.3.5]	30.6175	176.3553	231.65200000000002	0.0	201.2597	34.3602	102.2075	310.677	858.723	131.80259999999998	390.99240000000003	122.4495	331.4406	63.535799999999995	810.7135000000001	68.4206	645.7877	80.3463	433.8179	233.2358	560.9418000000001	32.1875	134.4677	68.6001	637.0629	279.5194	606.6887	204.846	506.2753	105.15820000000001	749.1496999999999	170.4897	111.76010000000001	85.4375	172.6682	591.4105000000001	57.7508	31.6128	482.1236	26.3582
K02567	nitrate reductase (cytochrome) [EC:1.9.6.1]	126.0	38.2859	23.0539	0.0	230.84300000000002	0.0	12.4773	64.3553	94.62819999999999	124.7041	0.0	0.0	71.3574	35.3578	274.1066	30.4047	46.8529	13.5223	27.8033	131.6659	36.6681	17.9709	323.0304	119.793	0.0	23.5927	52.1553	0.0	71.3847	90.6352	27.3243	91.4978	138.4786	131.2661	439.2567	36.0	11.9256	105.3972	0.0	0.0
K02568	nitrate reductase (cytochrome), electron transfer subunit	126.0	194.222	352.8704	9.5152	235.95260000000002	0.0	82.537	144.1051	143.0741	134.0538	160.7903	314.223	177.0531	27.986	356.3019	34.7467	95.6024	60.279300000000006	174.047	200.76139999999998	68.7718	16.0	483.5458	115.55109999999999	46.414500000000004	48.592200000000005	99.2138	75.2098	134.83710000000002	144.1778	34.351	93.0	120.5433	128.80839999999998	94.6157	53.806799999999996	11.0	73.4132	31.8352	83.4496
K02569	cytochrome c-type protein NapC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02570	periplasmic nitrate reductase NapD	126.0	119.79299999999999	158.2262	0.0	214.7576	0.0	66.797	142.14939999999999	77.9689	134.1555	132.7799	279.87	235.0319	43.801	293.9545	42.926199999999994	62.25020000000001	45.2371	96.7534	166.7889	45.0638	19.957900000000002	84.5895	117.2561	96.3598	31.0242	101.6453	93.8333	134.5794	189.8734	31.190400000000004	91.0	114.6818	147.5411	190.6402	60.0497	15.3142	66.2689	0.0	59.093199999999996
K02571	periplasmic nitrate reductase NapE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	120.0067	0.0	9.0	0.0	0.0	0.0
K02572	ferredoxin-type protein NapF	126.0	108.11160000000001	348.1749	0.0	213.4365	0.0	62.5979	91.0995	0.0	97.0	103.23389999999999	291.0663	154.768	38.372	310.52119999999996	30.3644	9.7569	42.007400000000004	144.5267	74.58619999999999	13.0166	0.0	511.499	63.0	9.9558	13.9608	50.5727	0.0	89.7071	136.39839999999998	15.7551	73.0	115.0995	148.26520000000002	190.3794	36.0	12.0	18.8379	0.0	17.2136
K02573	ferredoxin-type protein NapG	133.926	56.0474	420.34479999999996	3.6512	165.5821	0.0	86.8592	190.3221	297.49129999999997	192.1281	277.8861	300.1026	309.464	32.457	281.7143	45.8477	169.4503	9.9736	230.9947	234.398	33.0223	31.974899999999998	484.5331	117.1055	98.4705	18.857300000000002	175.7819	109.2508	66.8537	162.01350000000002	42.592600000000004	92.31739999999999	27.5922	118.1373	227.6726	73.5226	11.0	91.7262	75.8674	127.7221
K02574	ferredoxin-type protein NapH	130.5527	370.1752	378.6971	5.8866	153.7336	0.0	36.2249	279.5974	787.1593	213.3844	763.6517	118.6311	761.3308	30.708199999999998	1273.3495	64.0087	792.7197	79.645	349.252	229.486	500.6506	116.4682	700.1093	116.2731	352.8818	58.41759999999999	621.1387	94.62880000000001	445.5251	202.36819999999997	367.5788	93.0	369.7772	124.39370000000001	144.0263	344.5851	11.0	83.7048	429.8172	97.3395
K02575	MFS transporter, NNP family, nitrate/nitrite transporter	62.5777	393.2264	336.6248	20.2052	15.9051	97.5278	700.2859	246.3829	150.3465	1278.111	593.9932	481.7475	334.8496	357.1082	664.0226	1006.215	612.4363999999999	635.1202	390.5677	1518.9946	420.729	914.0253	113.43880000000001	670.2284	268.59090000000003	1661.5224	60.0216	1611.027	503.85420000000005	1434.4605	142.6343	1226.9105	226.9046	672.5919	324.1332	351.8138	368.153	739.9761	127.65230000000001	669.345
K02585	nitrogen fixation protein NifB	5.6703	101.66720000000001	64.6629	0.0	0.0	0.0	4.5463	44.3502	215.61839999999998	26.0809	209.0612	121.1901	97.74600000000001	0.0	371.3147	17.2092	282.2588	28.6667	122.065	0.0	297.7415	81.4783	171.3445	0.0	131.1736	4.3538	156.4434	0.0	115.5937	21.6691	100.1036	0.0	51.1733	0.0	153.1804	144.2809	0.0	0.0	110.49180000000001	7.8616
K02588	nitrogenase iron protein NifH	0.0	11.8664	0.0	0.0	0.0	0.0	0.0	18.5235	108.686	11.428	72.6698	0.0	48.5106	0.0	96.5077	0.0	217.972	0.0	8.4958	38.7712	67.5504	13.5	21.9495	0.0	135.0555	0.0	58.8725	0.0	84.4136	12.1841	144.8634	0.0	0.0	0.0	0.0	17.0	0.0	0.0	24.488300000000002	0.0
K02598	nitrite transporter	0.0	8.0922	38.3606	0.0	0.0	0.0	0.0	2.8752	115.7082	0.0	124.4174	0.0	69.6413	0.0	129.3034	0.0	280.9856	0.0	19.8333	0.0	83.362	0.0	0.0	0.0	452.7566	0.0	70.3633	0.0	92.06380000000001	26.867	162.4003	0.0	6.3696	0.0	8.5467	42.0969	0.0	0.0	114.603	0.0
K02600	transcription termination/antitermination protein NusA	269.7598	1467.1551	1525.6857	59.6851	519.9716999999999	90.9832	1116.1432	1612.5184	1947.7637	1783.0101	2445.756	1704.8861	2186.7317	402.3078	2830.2466	1321.6842000000001	2255.1956	979.6061	2315.3439	2231.3768	1631.1065	1127.7816	1875.5125	1345.0575	2210.2681	1625.6885	2355.0598999999997	1463.902	2425.701	2499.7342	1508.9911	1124.8519000000001	1167.5855	946.4986	1350.5187	1327.0408	817.3745	660.0904	1426.7169	819.6573999999999
K02601	transcription termination/antitermination protein NusG	325.0238	1619.4304	1878.1873	47.1096	537.3312	88.3218	1389.7516	1779.5642	2412.1471	1934.8821	2553.3372	1645.7231	2813.1879	480.5834	3141.9909000000002	1546.3020000000001	2427.5328	1006.1564	2545.6687	2328.3979	1922.7101	1359.3775	2226.6859	1408.9094	2065.3057	1805.5808	2651.3625	1890.4789	2623.0549	2478.2723	1801.6069	1120.4414	1771.8276	921.8043	2008.9778999999999	1661.161	663.0218	637.6745999999999	1656.3688	876.1046
K02613	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	28.0	15.3353	45.745400000000004	0.0	0.0	0.0	109.49799999999999	98.0	0.0	121.46900000000001	16.0	80.0	0.0	0.0	0.0	87.9662	0.0	15.6074	0.0	143.5202	0.0	57.3027	0.0	6.3314	0.0	40.191199999999995	0.0	116.5622	8.6443	190.2532	0.0	83.41210000000001	0.0	24.156599999999997	0.0	0.0	9.4363	29.5747	0.0	87.9414
K02614	acyl-CoA thioesterase [EC:3.1.2.-]	4.2988	21.6914	69.1027	19.5605	252.59749999999997	0.0	67.5679	109.13820000000001	85.849	20.6864	35.1704	28.1951	203.9531	11.0488	176.29149999999998	51.3654	53.363	31.3778	37.0642	76.8506	53.144999999999996	17.8	80.2025	13.4296	64.1833	42.1284	91.312	6.6978	41.1347	0.0	43.5635	19.8741	46.4246	22.6222	88.6848	76.3762	20.4568	17.274	165.2668	35.0148
K02616	phenylacetic acid degradation operon negative regulatory protein	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	104.0505	0.0	30.1387	0.0	94.375	0.0	29.063200000000002	0.0	234.7746	0.0	28.7244	0.0	67.0	0.0	144.8167	0.0	257.9536	0.0	17.1905	0.0	74.8777	0.0	0.0	0.0	13.1415	0.0	0.0	65.5146	29.139400000000002	0.0	13.7474
K02619	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	25.949399999999997	21.2846	169.0598	5.7454	0.0	9.6087	109.9006	66.0	34.907	297.0367	0.0	18.3692	25.546	89.7313	266.7901	380.0848	0.0	170.65339999999998	181.2348	380.2684	93.0155	341.1119	102.4097	244.1129	66.1628	178.52100000000002	0.0	33.697900000000004	7.6833	177.0256	17.3367	41.9767	25.3787	137.9355	28.1318	56.8039	309.5835	23.8786	119.6177	46.3528
K02621	topoisomerase IV subunit A [EC:5.6.2.2]	156.7332	142.7734	477.73209999999995	7.4335	242.12220000000002	0.0	208.93669999999997	199.61100000000002	107.1333	208.0109	80.5428	708.8081	318.7378	37.5849	55.2006	159.2026	44.6871	100.077	557.612	212.7375	466.70300000000003	39.8777	897.848	320.1136	177.9421	346.8074	385.6842	419.4211	267.9578	441.2456	108.1611	619.6324	507.8108	221.2801	644.9553999999999	111.75659999999999	0.0	102.3089	13.274	34.1624
K02622	topoisomerase IV subunit B [EC:5.6.2.2]	130.03719999999998	55.992999999999995	159.1623	0.0	88.4288	0.0	39.6418	21.0	66.5144	184.3116	41.4467	81.53750000000001	189.5618	22.564999999999998	337.6133	31.8426	33.1621	0.0	113.9589	119.1582	112.3503	11.7701	64.1138	83.866	21.8472	37.7157	35.2285	253.1352	15.4308	171.0528	65.48830000000001	118.16340000000001	14.115	240.0226	171.795	98.4659	6.9315	151.84879999999998	83.97989999999999	90.4203
K02626	arginine decarboxylase [EC:4.1.1.19]	0.0	126.3928	107.0577	0.0	4.3856	0.0	2.5207	30.0	0.0	43.6274	131.0	33.7856	27.5477	12.129	26.5369	77.0	0.0	44.2877	64.8901	147.3442	0.0	23.7063	114.0	11.0	15.0	11.536999999999999	60.0	0.0	41.827	175.0198	9.7153	6.868	226.1243	14.9897	212.4144	0.0	0.0	20.0	4.0	15.4901
K02638	plastocyanin	98.0	69.2069	154.246	9.4676	94.0253	0.0	33.036	61.1402	11.3034	124.4811	108.9478	689.4042	168.40460000000002	25.5549	211.4276	16.5997	7.8069	70.833	703.96	94.6023	17.0943	18.9699	335.7908	107.6902	158.0	13.9862	33.8575	113.99459999999999	76.4092	48.1497	11.5057	78.0	72.3172	141.9471	597.9491	27.4437	0.0	28.2483	0.0	84.6713
K02647	carbohydrate diacid regulator	0.0	40.6382	41.8643	0.0	0.0	0.0	0.0	2.3596	122.4413	5.3618	163.6845	10.1972	137.1104	0.0	231.7651	11.6722	331.5983	0.0	28.5173	86.8747	168.4799	0.0	11.0	0.0	196.2257	22.8396	73.3335	10.6538	106.1813	31.7148	137.6542	17.0	39.1276	4.4112	31.736199999999997	49.326299999999996	0.0	31.0	77.594	12.9874
K02650	type IV pilus assembly protein PilA	36.0103	295.8021	652.7043	0.0	0.0	10.2787	207.2216	245.037	14.1225	220.8177	98.87299999999999	940.9268	363.116	36.340900000000005	63.4897	321.5276	0.0	137.6215	1309.9595	494.68059999999997	612.7991000000001	149.13549999999998	1759.7028	607.3396	356.5422	695.7423	507.1624	169.7106	370.9246	1074.9585	74.0	650.9911000000001	640.7973999999999	177.3527	874.894	74.5917	25.3254	176.2664	0.0	385.9758
K02651	pilus assembly protein Flp/PilA	20.4026	0.0	0.0	3.8571	0.0	29.518300000000004	196.6779	0.0	92.4893	681.2361	41.3598	216.79059999999998	33.2593	213.32489999999999	55.0	499.4509	13.6405	296.4002	15.0	677.4543	41.1452	584.1206	0.0	390.1141	20.0	419.2878	53.010999999999996	510.396	15.5943	540.3143	90.0	390.9112	0.0	167.079	0.0	83.5323	125.7478	204.1625	24.0	225.3705
K02652	type IV pilus assembly protein PilB	26.4804	154.0	251.6542	0.0	0.0	17.3583	138.95770000000002	0.0	8.0	269.1605	103.51849999999999	564.9564	207.0	51.8129	51.4464	232.6956	8.1217	87.6449	574.0143	242.0373	355.5952	155.85629999999998	684.3137	507.09749999999997	176.1581	355.4376	311.7672	613.9671	262.98109999999997	506.3325	39.0	468.3728	301.4821	342.37850000000003	358.54019999999997	22.0	76.4058	244.16570000000002	0.0	69.7106
K02653	type IV pilus assembly protein PilC	28.6003	154.5338	272.7931	0.0	0.0	0.0	200.8632	101.6058	9.0	189.4922	23.0298	519.3613	207.0	71.5372	39.3076	314.1038	0.0	173.1696	644.9769	463.1938	355.0	155.0175	712.1675	550.009	248.4401	399.8315	298.0	767.7479000000001	246.6127	364.7106	112.0427	383.8584	320.6602	197.9293	350.0886	22.9726	32.617399999999996	221.9414	0.0	114.2167
K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	40.1133	392.3187	402.0376	0.0	7.8564	11.6927	219.4464	567.9616	278.1264	368.6248	186.7011	566.9551	449.8978	64.1482	265.5539	228.4103	192.6726	157.8966	704.2843	603.7672	484.379	180.9482	774.9575000000001	530.4744	340.8844	420.3356	557.6652	781.5042000000001	381.49490000000003	770.7967	253.9952	543.6498	374.81559999999996	308.855	469.62170000000003	49.4593	72.1177	257.1017	144.9536	188.1097
K02655	type IV pilus assembly protein PilE	57.26990000000001	203.9364	610.6482	2.3712	0.0	34.7765	458.5609	139.3352	6.9811	340.53700000000003	71.9614	566.0415999999999	234.9027	50.5415	42.326	311.2424	0.0	169.4592	589.9818	417.0516	329.5563	187.3844	921.6911	614.0043000000001	153.40509999999998	403.507	323.5343	310.1962	292.0491	1344.4401	57.0	968.6621	605.8929	269.40319999999997	317.5366	33.0	34.7579	157.171	2.5934	641.2051
K02656	type IV pilus assembly protein PilF	164.3942	202.7337	437.3553	5.6204	181.7698	12.7838	182.3782	219.5849	13.9598	306.2768	157.9622	900.6207	249.2841	70.8794	256.3386	253.049	19.7035	171.9696	726.271	440.2221	316.03190000000006	157.2665	1128.4493	490.155	153.8505	330.1376	267.8798	493.3388	244.6325	805.2287	52.5175	536.1072	700.6403	309.0777	489.312	66.0	23.7184	199.0465	0.0	212.9902
K02657	twitching motility two-component system response regulator PilG	7.0	0.0	0.0	0.0	0.0	9.0444	23.0	0.0	0.0	116.34880000000001	0.0	53.0	0.0	16.0	0.0	58.486799999999995	0.0	55.4074	0.0	89.0	0.0	26.0	0.0	106.3394	0.0	68.8651	0.0	316.0023	0.0	237.7748	0.0	328.1807	0.0	18.512	0.0	0.0	0.0	59.9377	0.0	56.7074
K02658	twitching motility two-component system response regulator PilH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.2541	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.8862
K02659	twitching motility protein PilI	7.0663	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	98.5878	0.0	53.0	0.0	15.9274	0.0	46.0388	0.0	62.9739	0.0	89.0	0.0	25.0	0.0	109.4454	0.0	66.4916	0.0	320.5412	0.0	227.9729	0.0	332.1264	0.0	27.2833	0.0	0.0	0.0	60.8326	0.0	43.414
K02660	twitching motility protein PilJ	8.3619	0.0	0.0	0.0	0.0	0.0	23.5073	0.0	0.0	0.0	0.0	52.8924	0.0	0.0	0.0	18.0	0.0	0.0	0.0	46.6237	0.0	15.0	0.0	54.739599999999996	0.0	57.4142	0.0	327.6408	0.0	175.2175	0.0	299.0095	0.0	16.2343	0.0	0.0	0.0	49.0701	0.0	28.112099999999998
K02662	type IV pilus assembly protein PilM	24.7775	362.8042	276.02389999999997	8.6817	0.0	12.0991	254.9916	860.7552000000001	175.3269	299.6993	502.0372	638.5388	247.9427	69.2356	157.5369	219.1152	200.44639999999998	263.11740000000003	567.3059000000001	790.2818	571.2429	182.21730000000002	962.2646	583.111	400.1563	431.6189	676.8367	794.0739	662.7948	784.4816	195.9074	682.9981	268.3117	306.1972	239.4708	35.3496	57.388999999999996	251.4461	64.0736	258.236
K02663	type IV pilus assembly protein PilN	29.728700000000003	128.0	268.2981	0.0	0.0	14.1863	185.1241	126.4231	0.0	234.5437	91.6523	531.5412	240.0	42.1617	42.234	213.48590000000002	0.0	142.3618	582.0481	295.6015	374.0	123.97200000000001	959.6378	449.6447	167.9359	340.9714	303.0	597.0152	320.4865	723.0253	34.0	666.8338	257.4183	142.8063	214.5481	14.8189	23.1798	200.8838	0.0	226.1675
K02664	type IV pilus assembly protein PilO	33.5687	128.0	271.4683	0.0	0.0	11.0021	178.9178	137.1181	41.8318	193.7502	85.7575	533.9579	240.7113	35.0691	44.003	212.8494	9.2659	146.0059	595.9598	328.2296	374.8065	102.8739	960.9985	441.61	158.4414	349.7881	303.0	589.5173	266.8155	787.5287	34.0	663.1125999999999	254.2649	158.67680000000001	215.5344	17.6188	19.927799999999998	191.7871	0.0	250.04240000000001
K02665	type IV pilus assembly protein PilP	38.6791	131.5395	266.8379	1.7495	0.0	16.0826	178.4814	138.72490000000002	8.4125	149.7089	49.1952	521.5023	241.1842	33.7465	45.8508	212.8718	0.0	135.9882	527.7326999999999	300.64279999999997	375.582	142.2114	962.3978	463.2596	149.0	354.4283	303.0	572.2299	266.0	760.7864999999999	33.7459	660.3025	251.0	165.1871	210.4936	14.0	28.8754	182.1	0.0	244.20989999999998
K02666	type IV pilus assembly protein PilQ	38.3123	127.6854	264.9812	5.304	0.0	8.4011	145.6539	139.685	10.5593	177.35240000000002	59.344699999999996	491.6394	242.8847	30.8594	50.1533	217.2169	0.0	125.84209999999999	521.0234	280.0233	377.6296	105.6994	965.8153	396.04240000000004	147.2705	343.37960000000004	302.12	554.1929	264.3104	588.199	32.7464	643.312	243.2527	156.75639999999999	205.398	13.7028	31.418599999999998	166.0044	4.9677	216.69719999999998
K02667	two-component system, NtrC family, response regulator PilR	21.8237	141.3929	288.9515	0.0	0.0	7.0879	148.4282	154.2861	6.9957	168.1489	81.459	596.6011	198.6323	32.3743	39.2093	118.98949999999999	0.0	136.3281	618.3946000000001	309.4624	368.7808	117.3644	854.8109	414.5268	158.0	353.0908	287.0	467.3736	244.8656	318.8222	42.5572	627.3323	473.0994	261.9242	386.2392	19.0	16.305	128.33	0.0	16.8452
K02668	two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	29.1218	142.0	354.1073	0.0	0.0	4.3058	175.2099	120.2647	8.1462	185.9871	21.9855	623.7304	199.0	42.2893	34.0907	265.8358	0.0	147.67680000000001	542.4297	306.81370000000004	368.0	150.8357	851.6307	418.7321	158.1393	381.1419	287.7593	548.9619	239.5721	541.3607	42.0	673.5624	480.0555	104.03439999999999	384.1846	19.0	38.0775	136.2628	0.0	153.9716
K02669	twitching motility protein PilT	22.935200000000002	204.68329999999997	378.19100000000003	10.6777	0.0	10.788	147.77190000000002	588.5816	212.0112	358.4635	150.5007	657.8915999999999	376.8201	40.4816	85.4202	327.65909999999997	216.11659999999998	200.2851	449.7853	584.1318	408.9647	228.5544	1067.1187	494.478	264.5061	413.4444	485.6166	668.557	604.8431	713.8462000000001	232.8333	521.2981	202.3152	126.2774	248.09969999999998	13.9952	95.6538	142.63479999999998	96.2693	160.6336
K02670	twitching motility protein PilU	55.763999999999996	279.3067	706.3041	0.0	0.0	22.6055	332.0151	258.5164	30.0721	291.4518	47.2776	1177.2976	449.5805	53.3364	71.7903	361.8134	0.0	223.15640000000002	895.3443	436.1811	578.8911	253.9675	1813.0276	837.9896	281.3431	570.0017	509.4358	827.9946	452.626	766.524	76.0675	949.7557	702.4874	290.395	497.9376	31.6104	55.6468	243.3022	0.0	211.8924
K02671	type IV pilus assembly protein PilV	32.9414	123.0	286.0602	0.0	0.0	18.1868	142.4279	129.7752	9.8781	226.2216	29.5661	513.0785	175.0	24.3628	47.8065	155.60160000000002	0.0	159.7721	602.2114999999999	274.3998	289.0	96.7065	717.0	383.05999999999995	146.0	273.4185	225.0	351.3184	85.6883	630.8071	38.0	611.2882	316.6821	177.06130000000002	292.6306	15.1877	42.5994	97.2321	0.0	207.5455
K02672	type IV pilus assembly protein PilW	27.1735	132.1958	283.391	0.0	0.0	11.6519	133.96120000000002	139.8795	12.9024	209.2989	23.7969	498.7672	175.0	53.8999	0.0	136.0757	0.0	133.2848	599.421	201.9496	289.0	98.5757	717.8739	378.433	156.66449999999998	273.2876	225.0	363.8832	82.8661	667.2266999999999	38.0	588.6669	327.1976	165.1882	293.2019	15.0	38.0695	105.257	0.0	223.7021
K02673	type IV pilus assembly protein PilX	32.5524	127.3525	297.5141	0.0	0.0	14.0443	137.087	143.7061	0.0	152.0325	3.7987	500.4148	175.0	39.1811	22.9249	211.2423	0.0	124.3049	598.4012	291.4082	289.0	97.1333	718.0	402.2541	161.0018	293.3194	224.8516	271.6654	0.0	683.3053	38.0	575.9665	337.1447	174.7354	294.0	15.0	36.786699999999996	110.5376	0.0	245.1315
K02674	type IV pilus assembly protein PilY1	41.65559999999999	149.5449	343.5443	5.9604	0.0	27.993100000000002	234.01139999999998	143.1986	11.0006	311.3722	45.474199999999996	598.8081999999999	204.3995	36.1532	61.5693	280.8838	0.0	105.65259999999999	623.0993	429.7214	359.5803	173.872	1145.3337999999999	515.8444	180.8043	544.6759	294.9316	1731.2519	231.29049999999998	1205.5216	40.0	1704.3444	576.8827	281.4185	361.0472	21.0	45.892700000000005	287.42379999999997	0.0	270.5812
K02676	type IV pilus assembly protein PilZ	26.269199999999998	169.0	277.3205	3.4587	0.0	16.2637	160.3066	118.0111	8.0	234.52300000000002	39.2429	523.6734	190.0	51.626599999999996	19.3077	279.486	0.0	125.5186	650.9633	297.8465	268.0	152.6665	746.0847	353.1609	165.0	338.5879	302.822	532.7561000000001	194.5311	606.9483	42.0	595.8326	477.1102	124.03920000000001	274.0	13.0	35.0133	80.13900000000001	0.0	137.7021
