KO_ID	KO_function	SRS016474	SRS016529	SRS016569	SRS016575	SRS016647	SRS016665	SRS016740	SRS016746	SRS016815	SRS016858	SRS016876	SRS016969	SRS017007	SRS017025	SRS017076	SRS017088	SRS017120	SRS017139	SRS017209	SRS017227	SRS017279	SRS017304	SRS017324	SRS017330	SRS1041125
K00615	transketolase [EC:2.2.1.1]	1008.4843	2634.471	4386.0916	2581.2212	1121.2738	1292.3834	1774.7767999999999	2048.7836	4646.2762999999995	1112.6749	1245.8355	7027.5376	4780.0988	902.5242	1652.8606	608.2377	3928.5405	3986.1251	3496.996	2842.2848	705.3413	1404.895	1544.2045	475.2026	196.2692
K00616	transaldolase [EC:2.2.1.2]	490.92699999999996	2046.4997	1478.2144	1252.6298	396.9163	570.179	507.2221	1431.9255	1939.0107	410.6308	568.2126	2519.8776	2134.4697	710.1209	526.5734	131.6287	1438.2861	1827.9361	1822.1870999999999	1642.7011	372.6349	845.7317	297.8971	431.3161	66.691
K00619	amino-acid N-acetyltransferase [EC:2.3.1.1]	222.76600000000002	0.0	0.0	132.2874	0.0	74.8615	0.0	119.1413	0.0	0.0	92.09219999999999	0.0	0.0	42.4901	0.0	0.0	0.0	184.5147	0.0	96.4377	0.0	132.9959	0.0	149.22809999999998	116.6055
K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	441.2433	176.9774	691.1146	481.06370000000004	35.008300000000006	455.7068	254.6275	409.3142	575.8564	27.0662	411.4425	721.1468	1518.5502000000001	300.9817	376.3379	27.4464	640.9341	1544.3717	672.1933	694.5949	211.56390000000002	683.4062	37.9086	158.9301	97.9231
K00625	phosphate acetyltransferase [EC:2.3.1.8]	162.12	751.5178	1369.8742	306.5039	261.2989	230.42860000000002	290.5219	167.6761	888.7103	230.1926	78.5752	2313.0299	1978.9643	169.0784	408.4552	135.1763	727.8331	609.7520999999999	652.8855	417.60880000000003	201.53719999999998	242.9362	224.4283	29.325200000000002	8.0
K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	75.39750000000001	242.4115	583.5257	74.5552	183.7561	150.4205	179.1928	194.30689999999998	309.1158	32.8264	47.7476	251.5544	402.3745	177.1665	48.361000000000004	82.7243	293.34299999999996	107.77659999999999	417.3002	440.663	118.6567	224.4798	102.48	14.3155	32.7684
K00627	pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]	365.06	1152.121	778.3894	695.0982	252.3236	448.9612	237.7516	747.6853	1398.0377	411.385	344.2703	1325.0168	2313.2327999999998	383.4596	266.318	0.0	806.8547	1426.8621	967.3638	1056.0104999999999	356.9901	438.3478	221.6166	382.7525	85.1303
K00631	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	41.2652	1223.0019	0.0	126.50410000000001	0.0	40.96770000000001	106.2063	42.4959	0.0	74.0	16.4328	682.9626	0.0	600.8104000000001	16.7127	0.0	107.0366	125.7881	132.6252	191.3781	57.1689	121.0195	191.0806	6.5607	15.5495
K00633	galactoside O-acetyltransferase [EC:2.3.1.18]	0.0	0.0	0.0	0.0	0.0	0.0	30.8524	0.0	0.0	0.0	0.0	41.8293	33.4085	0.0	41.0	0.0	80.0916	0.0	0.0	0.0	4.4983	0.0	11.0	0.0	0.0
K00634	phosphate butyryltransferase [EC:2.3.1.19]	16.9288	0.0	222.1568	19.8716	164.8168	0.0	303.1492	18.0	367.3211	54.6382	0.0	715.4062	154.36090000000002	0.0	52.7719	0.0	349.02180000000004	0.0	97.44210000000001	166.0426	22.0	0.0	268.3749	0.0	0.0
K00635	diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.351	0.0	0.0	0.0	0.0	0.0
K00639	glycine C-acetyltransferase [EC:2.3.1.29]	49.3771	9.0673	616.361	107.7523	251.6145	94.4727	388.15200000000004	113.04690000000001	907.3652	147.4617	36.6734	1755.3932	579.2681	0.0	79.5753	0.0	613.6048000000001	286.3612	372.4565	443.4226	61.4369	13.9488	274.2177	0.0	0.0
K00640	serine O-acetyltransferase [EC:2.3.1.30]	849.3232	3294.4410000000003	3285.5247	1971.6403	1019.9911999999999	928.3027	1371.772	2024.9235999999999	4025.3492	959.6656	879.5513	5030.3062	4017.0036999999998	1204.0693	1679.8825	501.6456	3257.3087	2666.5493	2311.3133	2152.6762	786.9889000000001	1269.225	1448.1031	488.7043	233.8269
K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	569.1188999999999	1494.8661	996.641	1080.1253	627.7701	638.6129	334.88890000000004	1496.271	2269.6298	413.5471	664.2676	3344.1225	2317.1489	620.0559	349.8652	26.7475	952.1166000000001	2110.4013999999997	954.8063999999999	1581.815	443.235	910.2932	430.4132	519.5978	169.4306
K00643	5-aminolevulinate synthase [EC:2.3.1.37]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.8403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.8142	0.0	0.0	0.0
K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	434.7634	2547.3341	3027.8177	1159.4732000000001	799.6704	578.6841	1015.6222	1197.5641	2591.699	665.4864	577.5326	5115.4327	4138.9932	980.8144	1388.9493	418.2132	1966.2473	2037.3198	2331.5788	1962.8096	748.6908999999999	923.4422	850.3927	355.1786	109.3166
K00646	malonyl-[acp] decarboxylase [EC:4.1.1.124]	0.0	0.0	0.0	0.0	0.0	5.9211	0.0	0.0	0.0	0.0	11.8548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00647	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	200.6856	962.8681	418.7637	859.995	248.79970000000003	286.28679999999997	445.8667	610.3414	852.1671	94.40809999999999	468.8681	2423.8122	1789.134	480.03909999999996	61.1319	13.1288	517.9819	720.6237	1075.8357999999998	1459.5503	251.69369999999998	410.3805	225.1497	7.8	11.4185
K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	587.6451	2956.4013	3169.5224	2264.5201	720.7241	883.3848	1247.3924	2053.4148999999998	3426.2662	541.8072	1030.5309	7399.2189	5468.7579	943.1727999999999	1236.8194999999998	393.82869999999997	2207.6916	2689.0609	3321.1356	2583.7545	747.5135	1279.625	1192.5574	867.4886	167.6809
K00651	homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	189.8172	1073.5229	1163.0719	422.3374	401.42920000000004	168.0322	645.8698	296.6451	1242.4758	399.3721	142.0583	1762.1021	1745.9823000000001	261.2632	1568.4079	469.5871	1504.6651	284.1768	573.7877	361.3954	268.0008	285.6357	368.96320000000003	16.6825	23.823500000000003
K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	92.3229	290.6647	487.7433	339.63789999999995	133.0168	139.9224	279.67810000000003	201.2511	651.4855	169.2801	129.02620000000002	1881.876	710.3604	34.372499999999995	74.4635	6.4807	459.05490000000003	532.4279	362.8038	358.7965	77.751	216.0018	237.1597	0.0	0.0
K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	1333.9846	3486.8922	3234.559	2107.0875	1619.2608	1254.935	1312.305	2495.4909000000002	5172.4501	1576.2547	1051.0349	5196.4799	4101.6885	1014.6112	2099.1535	183.5065	3390.4731	3282.6375	2093.4653	2774.4234	919.1496999999999	1998.0238	1389.8689	1549.3654000000001	211.4983
K00656	formate C-acetyltransferase [EC:2.3.1.54]	325.7972	2260.5532	2329.9851	932.9696	377.9627	511.0937	1047.3361	807.7927999999999	3055.0602	497.3544	318.54	4862.619	3926.8433	779.0070000000001	450.20889999999997	378.2477	2025.4563	1384.064	2111.9774	1090.9558	462.1424	678.1618	856.0223000000001	303.4028	155.96110000000002
K00657	diamine N-acetyltransferase [EC:2.3.1.57]	20.6709	4.0388	73.32900000000001	89.4029	4.7271	28.5151	38.0	23.2528	144.2415	15.1063	30.411	155.06279999999998	22.880100000000002	0.0	23.625	0.0	59.946400000000004	22.746100000000002	61.736000000000004	71.2495	9.6521	0.0	30.1479	0.0	0.0
K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	102.2642	810.9503000000001	756.4218	670.4112	84.5423	228.1214	163.2597	397.939	661.5785	56.0	338.5145	1638.1769	2260.2612	437.9965	21.7215	11.1464	445.5353	1095.791	1512.7027	983.0956	180.5061	205.8267	108.5938	4.8614	9.4972
K00661	maltose O-acetyltransferase [EC:2.3.1.79]	691.7245	1505.8051	2473.362	741.7524	933.3995	595.3013	911.7306	1313.9659	2805.1738	1019.5196	708.4537	3695.0352000000003	3275.3152	686.0389	1305.0296	174.9678	2330.0615	1474.7658	994.8869	1154.5068	624.438	1186.0628	958.5217	653.4932	70.9281
K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	0.0	86.2656	161.13569999999999	73.8823	5.5766	5.3074	63.752399999999994	21.8794	56.5106	8.5662	14.7094	233.4162	91.25229999999999	17.9748	0.0	88.4728	133.8713	43.6815	50.6614	44.581700000000005	13.9856	84.0232	13.435	0.0	0.0
K00663	aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]	25.245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.3232	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00666	fatty-acyl-CoA synthase [EC:6.2.1.-]	25.411499999999997	0.0	0.0	341.4111	0.0	74.8369	0.0	171.8444	0.0	0.0	230.6457	181.1908	148.4636	10.859300000000001	0.0	0.0	0.0	326.5896	76.3867	223.5728	0.0	18.1522	0.0	0.0	0.0
K00669	arylalkylamine N-acetyltransferase [EC:2.3.1.87]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.1152	0.0	0.0	0.0	0.0	0.0
K00674	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	588.4736	2072.3166	1462.3555	1153.7905	456.4489	779.21	422.9767	1488.0598	1965.3236	514.428	648.4107	1682.9487000000001	2389.5644	647.9238	104.0136	26.6593	939.3515	1836.4208999999998	1429.3085999999998	1387.8322	470.4929	1190.5005999999998	312.5777	460.5521	116.7584
K00675	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]	32.9569	0.0	0.0	0.0	0.0	14.0	0.0	0.0	4.7846	0.0	0.0	0.0	0.0	16.3866	0.0	0.0	0.0	15.1927	0.0	0.0	0.0	45.7834	0.0	0.0	0.0
K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	435.861	990.4372	2172.9887	1346.1323	617.8294000000001	586.0298	1204.7359000000001	910.8932	3087.37	308.9873	597.2218	6017.0212	4952.2595	478.6123	343.4164	23.5727	1839.1414	1861.1595	3296.5059	2169.417	406.5566	416.6397	869.295	29.6848	12.6536
K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	101.78229999999999	18.367	235.4314	523.1946	12.5396	266.781	149.4611	271.8193	103.6849	0.0	262.6332	1308.1768	1773.4917	241.20600000000002	20.9277	20.8847	368.7367	280.6087	1072.4258	652.4187	151.3593	246.3914	7.7248	0.0	0.0
K00682	gamma-glutamylcyclotransferase [EC:4.3.2.9]	15.5219	0.0	0.0	0.0	0.0	0.0	0.0	22.344	0.0	0.0	9.7778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00683	glutaminyl-peptide cyclotransferase [EC:2.3.2.5]	84.6438	11.7276	291.66179999999997	156.5007	235.3469	81.72	426.9192	70.1812	698.9816000000001	73.0	18.4389	2046.9234999999999	408.0929	0.0	40.7957	0.0	571.5121	171.3307	381.3211	284.96389999999997	92.6344	8.7221	457.07390000000004	0.0	0.0
K00684	leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	217.2518	4.8052	604.2080000000001	738.0693	28.9455	254.5914	143.9929	356.7832	659.104	0.0	339.0363	1503.7447	2072.4973	153.5404	13.0304	21.2292	260.1406	997.1111	961.2002	1225.4179	128.4295	208.69719999999998	262.8982	11.8476	3.0306
K00687	penicillin-binding protein 2B	42.1499	494.51529999999997	263.7732	86.8498	142.5272	8.8272	79.379	87.1811	199.4387	104.3937	0.0	105.2988	540.1021	188.1339	485.1023	89.1527	131.8499	64.8016	13.1575	14.4165	56.132000000000005	102.8966	108.3007	30.1534	25.7332
K00688	glycogen phosphorylase [EC:2.4.1.1]	816.0231	2770.2188	2560.8671	1284.5453	805.4350000000001	1076.1379	1658.9308	1402.0757	4027.0406	927.1378	738.4471	5905.2521	4784.2414	1159.3807	1610.0131000000001	362.9488	2826.5959	3051.0257	3417.0385	2200.659	768.4701	1543.8181	1025.6701	153.8227	100.4735
K00689	dextransucrase [EC:2.4.1.5]	15.6839	523.2356	684.0242000000001	29.1658	83.51429999999999	0.0	88.5774	0.0	0.0	0.0	0.0	42.693200000000004	272.79949999999997	83.0257	448.84360000000004	0.0	128.1815	62.9486	14.3351	0.0	81.7443	0.0	19.0827	0.0	0.0
K00690	sucrose phosphorylase [EC:2.4.1.7]	25.717	410.57090000000005	203.711	20.7755	157.1252	21.1012	59.638000000000005	69.49040000000001	51.2789	87.1172	13.4328	163.5027	308.8052	0.0	359.66020000000003	0.0	109.3776	70.231	65.5788	54.389900000000004	46.0305	141.2942	97.5337	0.0	15.4969
K00691	maltose phosphorylase [EC:2.4.1.8]	52.9475	0.0	392.3737	109.58539999999999	16.2328	147.264	110.5604	159.3649	328.8686	0.0	160.7732	818.5208	1471.699	64.4117	10.8814	12.0846	110.9181	375.6132	757.8316	85.9904	95.4728	92.4172	6.3196	0.0	0.0
K00692	levansucrase [EC:2.4.1.10]	0.0	0.0	0.0	38.4917	0.0	0.0	0.0	0.0	0.0	0.0	18.4613	0.0	0.0	0.0	0.0	0.0	0.0	21.5891	0.0	25.1037	0.0	52.1326	0.0	148.01780000000002	45.8186
K00697	trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	97.3976	0.0	0.0	157.2532	0.0	176.0	0.0	332.5094	0.0	0.0	122.6328	0.0	0.0	35.9645	0.0	0.0	0.0	604.9168000000001	0.0	12.2528	0.0	180.7071	0.0	7.9229	0.0
K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	411.5544	1545.1785	2658.2690000000002	1489.7331	552.0225	993.9774	1308.5834	1292.4164	4151.2482	592.7325	581.4969	4809.0471	4877.2469	776.5677	281.8273	285.879	2145.768	2244.2971	2555.719	1608.065	454.9901	909.6460999999999	758.5913	172.66830000000002	19.9426
K00701	cyclomaltodextrin glucanotransferase [EC:2.4.1.19]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.7576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00703	starch synthase [EC:2.4.1.21]	195.541	1840.5257	1242.2077	464.7388	298.6148	243.40890000000002	703.1305	368.0177	1101.8577	228.5667	199.3195	1982.4266	1598.6152000000002	538.6793	859.0995	303.2836	1173.1134	803.7656	1134.3346999999999	717.4888	344.7173	448.4496	384.86850000000004	32.6713	27.633000000000003
K00705	4-alpha-glucanotransferase [EC:2.4.1.25]	507.3895	1557.6272999999999	2138.6057	751.466	598.7074	576.2785	1134.8075000000001	564.8882	2439.1405	665.5074	539.1893	4660.691	2084.1382	852.4724	1182.1136	461.6924	2465.1895	1783.8415	1868.709	1492.5127	604.9848	895.5366	1088.6777	191.0792	34.7305
K00712	poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	78.2766	1076.8102000000001	958.8816	96.9118	222.19619999999998	23.5301	191.13809999999998	61.8725	428.4884	232.46970000000002	12.6987	298.9031	831.1043	231.8402	1366.4855	683.2352	464.1562	127.8776	77.64920000000001	42.0314	308.4524	78.4057	163.0882	14.2823	20.3642
K00718	galactoside 2-L-fucosyltransferase 1/2 [EC:2.4.1.69]	10.6302	0.0	17.162399999999998	21.7226	149.2572	0.0	0.0	13.4929	80.3946	0.0	12.0	48.6412	0.0	0.0	0.0	0.0	73.4311	0.0	7.9085	38.0	0.0	0.0	20.3876	0.0	0.0
K00720	ceramide glucosyltransferase [EC:2.4.1.80]	30.509300000000003	382.07180000000005	195.2122	80.18809999999999	64.7664	99.9718	38.3358	11.294	150.247	8.2648	36.4969	323.7464	232.9813	30.4374	172.8933	0.0	108.6387	43.4314	44.7696	22.6047	55.2078	85.9499	0.0	8.6142	12.0271
K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	374.0367	160.58710000000002	804.4300000000001	787.745	579.6365	495.2007	481.7497	937.3758	1873.7291	527.8240000000001	376.37	2756.6423	1027.3736	202.91	188.2972	9.0502	1097.4724	1090.4087	596.4665	1071.8361	274.3263	498.52869999999996	546.5338	440.6078	159.5048
K00728	dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	367.749	346.0883	860.9921	247.9721	465.8485	288.3824	150.6816	763.975	1069.7393	556.63	280.0507	765.4905	352.5387	184.91	297.7975	0.0	749.1474	479.776	61.67059999999999	383.4809	198.5427	544.7231	243.4792	582.4096	56.0
K00729	dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8927	0.0	0.0	0.0	0.0	0.0
K00737	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	15.9885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3146	0.0	0.0	0.0	0.0	0.0
K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]	454.2987	1461.7865	2075.8865	1271.0491	452.195	485.3388	768.9963	807.4005	2112.911	293.46479999999997	566.11	5671.1156	3694.1256	446.8993	531.8107	42.986599999999996	1468.8743	1771.7939	1906.4032	1672.7026	329.4807	362.8788	796.5998	30.188200000000002	17.9496
K00752	hyaluronan synthase [EC:2.4.1.212]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.026	0.0	0.0	0.0	0.0	0.0
K00754	L-malate glycosyltransferase [EC:2.4.1.-]	56.6149	0.0	7.4864	489.9985	0.0	73.6747	0.0	300.9521	73.56309999999999	0.0	258.6058	484.9035	174.8097	18.786099999999998	0.0	0.0	0.0	496.9422	258.7731	231.8033	0.0	20.8178	0.0	0.0	0.0
K00756	pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	98.7816	1305.7171	776.7901999999999	224.3529	155.1804	60.6557	263.9441	98.5934	677.9557	107.5934	73.07679999999999	504.7729	787.5785000000001	59.9364	826.6110000000001	62.8074	797.8666000000001	190.0302	153.8115	152.0818	74.0891	220.29289999999997	170.5309	11.7285	20.1158
K00757	uridine phosphorylase [EC:2.4.2.3]	104.2017	1678.9325999999999	584.4975000000001	272.807	306.5238	88.326	570.2235000000001	109.2519	892.097	152.5588	53.0445	1702.5542	1301.596	346.7025	105.6385	8.1873	717.7699	200.3175	1102.6388	433.6138	152.3984	175.4284	514.6805	5.0922	8.2398
K00758	thymidine phosphorylase [EC:2.4.2.4]	89.76129999999999	9.824	298.67830000000004	0.0	152.2013	34.312400000000004	20.1893	35.9044	872.7878000000001	372.32939999999996	46.159800000000004	575.7553	87.9191	14.5961	46.4929	0.0	338.8167	32.363	43.77	56.4748	154.5416	33.6534	60.2055	55.8122	136.2879
K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	839.8563	2245.4061	2472.5705	1374.4154	940.3534	788.4915	1393.452	1198.256	3227.672	908.7327	862.4533	4527.9125	3444.1011	969.8846	1216.0029	370.5647	2223.5142	2168.0425	2311.7526000000003	2473.9772	599.8878	1145.2051	1134.3802	581.8089	173.08599999999998
K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	679.2791	3214.8083	3508.914	1239.2624	1394.9370999999999	702.6418	1416.2671	1727.3958	4678.309	1170.705	574.4956	6196.0902	5296.9219	1034.9401	2115.1335	748.2115	3296.8826	2096.2987	2415.9706	1389.0403000000001	1108.6897	1104.6404	1066.8020999999999	257.7468	240.2259
K00761	uracil phosphoribosyltransferase [EC:2.4.2.9]	628.9554	2923.7895	2627.9036	999.0407	1056.1933	686.4683	989.4937	1467.1607	2949.0765	1160.0892000000001	549.0633	3991.0236	3667.3326	945.6306	1490.5523	462.49609999999996	2452.5041	2289.3992	1874.3152	1497.7095	749.987	1120.076	812.1503	607.4227	119.8054
K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	702.0397	986.9404	3078.3558	1509.6745	1110.7851	839.975	1006.4941	1591.5398	3942.4972	1042.0302	872.2533999999999	6147.3772	3951.6209000000003	722.8488	1201.3458	428.8683	2406.406	2655.8672	2025.7083	2250.3078	693.3596	1038.1996	1370.653	583.6558	203.30190000000002
K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	631.2121	2153.62	3229.7708000000002	1524.9116	945.0152	833.3444	1072.1561	1306.4371	3963.8863	904.6953000000001	788.621	5414.6558	4320.2142	583.7335	1632.1184	351.4725	2663.5339	2297.3157	2044.5763	1787.0141	592.5366	933.3462	1404.1205	407.13849999999996	181.0626
K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	660.6969	2681.334	3618.2394	1559.5545	743.197	794.2485	1417.9391	1529.9011	3891.0697999999998	981.9491	697.3371	6031.567	4124.2646	907.8814	1430.4765	436.45290000000006	2949.1179	2551.5382	2413.8218	1820.1809	897.3688	1184.3759	1180.3895	203.8652	229.06579999999997
K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	506.5797	161.6875	806.8512	773.0469	51.7811	548.4789	122.5235	832.8828	830.2022999999999	115.2002	529.5289	920.7414	1336.6153000000002	617.8838000000001	383.39369999999997	18.5823	607.0743	1787.8651	895.1584	1360.7439	177.0134	782.8926	82.5618	261.2017	85.4938
K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18]	632.0941	2416.7021	1952.6508	720.3128	757.5207	572.0899	677.6712	1488.7368000000001	2544.4643	727.003	400.5002	2544.9852	2836.1769999999997	892.9802	1138.1288	266.66020000000003	1908.0538	1827.2116	1191.9474	1632.5659	594.7759	952.9209	622.4078	492.541	233.5091
K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	77.6982	33.3356	798.7373	125.7591	193.6814	208.7511	493.97499999999997	191.3945	727.9796	61.2687	116.9711	1487.2711	1914.9151	75.6231	98.0724	22.0	727.9955	309.3831	1182.6298	319.7949	133.5734	129.7525	178.0333	0.0	0.0
K00768	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	374.396	1219.4809	1434.5137	552.1971	396.0877	484.6775	918.1066000000001	620.1335	1917.2613000000001	404.4957	323.43240000000003	3904.4183	2272.3584	210.7739	1082.7943	24.554000000000002	1804.2059	1651.9301999999998	891.4308	773.1866	297.4911	448.6896	655.6377	34.299	7.089
K00769	xanthine phosphoribosyltransferase [EC:2.4.2.22]	95.7903	1137.6187	229.1934	230.3214	135.8357	84.0194	180.0154	279.98830000000004	380.4146	104.2767	79.8937	648.4866999999999	857.3384	301.6241	64.0495	12.8917	83.20760000000001	154.8069	789.1891	229.365	6.9887	187.9654	220.9635	19.7225	7.0
K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	446.09299999999996	1888.6589000000001	2427.0189	1550.1624	995.4874	880.8041	1069.3443	1338.2821000000001	3663.3019	636.3684	746.9048	5144.847299999999	3349.9075000000003	632.8616	1151.6405	274.5333	2761.2887	2449.158	1545.5871	1643.7567999999999	730.9977	1176.2847	1247.4914	55.7352	85.6462
K00782	L-lactate dehydrogenase complex protein LldG	545.0227	1787.1535	1197.2964000000002	659.0468	649.8661	474.9081	838.9801	1013.2665	1826.8691	876.8464	263.4981	2718.4392	1805.5683999999999	577.2069	654.3287	37.1373	1763.9912000000002	1759.5980000000002	1059.611	1026.2567999999999	246.1986	611.9562	488.0938	586.9658000000001	79.5322
K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	615.5615	2614.2646	3001.3073	1769.6107	740.8975	828.7919	1458.5846	1006.8252	4064.4797	624.1836	753.0728	5779.994	4734.1414	915.5514	1694.315	198.78629999999998	2767.0924999999997	2245.2185	3527.6368	2083.523	820.7557	827.9771000000001	1239.9075	59.026399999999995	25.5021
K00784	ribonuclease Z [EC:3.1.26.11]	590.6363	1338.5043	1619.6949	1219.2012	746.7017	743.7101	695.564	1645.9171	1989.2543	553.0484	707.7382	3566.6614	3376.8576000000003	387.5226	823.6099	392.1343	1810.9992	1927.7348	1419.9882	1460.2365	487.24	693.0001	680.0068	591.7556	149.2222
K00785	N-acetyllactosaminide alpha-2,3-sialyltransferase [EC:2.4.3.6]	36.8701	0.0	17.5449	13.2532	0.0	32.0	0.0	55.0004	0.0	0.0	20.5048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.9081	41.8721	0.0	0.0	0.0	0.0	0.0
K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	380.4552	1382.8199	1208.3839	581.9627	586.4033000000001	428.3407	562.8037	841.4656	1497.4941000000001	110.51780000000001	281.0537	2833.4831	3455.5519999999997	721.0426	373.5946	266.4419	1065.208	1159.0651	1660.6644000000001	1213.4546	336.3362	728.1528	404.0505	672.2676	94.196
K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	783.4618	3018.0078	3314.1448	1661.2782	1152.2762	872.783	1576.4721	1713.6734	4767.3025	1025.1067	742.2429999999999	6501.6687	4723.7219000000005	1085.4106	2122.834	518.3384	3414.5759	2653.7015	3152.0735	2375.0741	1034.2132	1231.0637	2416.2678	431.6191	174.7418
K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	905.5702	3324.4557	4063.9598	1927.0463	1266.2791	1032.6737	1575.6121	2286.227	5323.6271	1248.9963	955.5255999999999	6167.5484	5302.9219	1070.0652	1305.6818	566.9338	3357.822	3554.1463	2366.678	2510.6916	961.3907	1527.0972	1505.8727000000001	679.4602	269.91949999999997
K00791	tRNA dimethylallyltransferase [EC:2.5.1.75]	734.9861	2602.9097	3210.6586	2041.434	1073.1444	1090.0106	1374.1133	1711.1468	5086.1089	1066.6511	823.3013	7316.937	4340.6699	854.741	1453.5227	366.4551	2932.3496	2814.3287	2688.7116	2552.9139	612.4954	1055.4113	1435.3126	397.64840000000004	163.7076
K00793	riboflavin synthase [EC:2.5.1.9]	674.789	1522.6237999999998	1686.7882	1450.2761	352.2183	778.8738999999999	808.719	1159.6577	2364.2563	296.9968	678.8642	5394.0487	4105.9263	732.0651	382.2967	275.9953	1311.1049	2015.1459	2359.4497	2037.3376	375.7298	641.6105	867.2508	160.9176	87.99170000000001
