KO_ID	KO_function	SRS018591	SRS018602	SRS018610	SRS018616	SRS018665	SRS018679	SRS018691	SRS018739	SRS018778	SRS018791	SRS018820	SRS018826	SRS018875	SRS018923	SRS018929	SRS019170	SRS019176	SRS019219	SRS019225	SRS019270	SRS019276	SRS019327	SRS019333	SRS019387	SRS019389	SRS019437	SRS019443	SRS019488	SRS019494	SRS019591	SRS019607	SRS019696	SRS019792	SRS019798	SRS019974	SRS019980	SRS020220	SRS020226	SRS020277	SRS020283	SRS020334	SRS020340	SRS020400	SRS020406	SRS020540	SRS020571	SRS020628	SRS020856	SRS042589	SRS042643	SRS043454	SRS043755	SRS049389	SRS051244	SRS052095	SRS053630	SRS053854	SRS054653	SRS056323	SRS057539	SRS058808
K01426	amidase [EC:3.5.1.4]	25.9891	59.3048	0.0	159.7164	162.6256	25.0	12.0	75.0	31.7361	0.0	139.5587	97.2579	0.0	231.0	0.0	0.0	3.1422	27.9833	22.2048	0.0	49.3537	80.7361	42.7259	101.3364	97.1645	155.9532	8.2465	8.0568	95.2993	53.705200000000005	0.0	48.0	0.0	16.0	0.0	55.362	44.0	188.5848	122.1389	4.0021	35.6149	16.2011	6.5451	31.1922	35.0	278.13030000000003	793.8778	87.2829	0.0	0.0	11.8405	45.515299999999996	22.5375	26.0184	0.0	57.2495	26.6005	145.9669	86.8018	48.3224	25.7483
K01428	urease subunit alpha [EC:3.5.1.5]	169.8862	227.7279	124.8351	405.3513	174.3474	225.9327	199.1782	188.7244	332.5832	131.4818	123.272	215.61190000000002	54.4581	53.6335	131.5532	34.7979	154.2857	165.75	104.961	53.102999999999994	5.6008	79.9048	135.7015	41.766400000000004	508.6562	47.817899999999995	0.0	36.2256	193.8485	776.7495	60.5075	96.83539999999999	387.4796	9.3782	535.1804	481.71270000000004	794.0209	274.3877	10.5061	0.0	231.0192	204.3385	93.7059	47.832899999999995	45.1517	291.7793	67.0317	144.85580000000002	77.3863	274.2194	74.3373	57.181200000000004	39.7397	214.0429	75.8049	629.9856	180.3892	518.71	480.4257	90.642	277.3668
K01429	urease subunit beta [EC:3.5.1.5]	348.8573	257.1043	129.1745	413.17589999999996	190.0902	237.78510000000003	272.2739	193.5208	282.766	121.3423	131.9221	232.92260000000002	72.7283	267.6541	187.6709	43.4632	223.8535	172.0731	168.1859	71.4412	44.0887	100.1343	214.5409	167.0083	450.7991	61.5726	0.0	39.0955	229.17249999999999	887.7082	399.5554	94.2638	385.90200000000004	95.3226	493.2115	304.2329	980.5916	360.5949	9.0256	0.0	239.7233	308.94	102.859	201.3601	53.694	296.426	92.1388	148.9853	35.9158	349.4157	57.3561	155.0586	79.22200000000001	261.7651	79.02210000000001	901.7935	539.2691	191.5234	533.101	140.29590000000002	255.36759999999998
K01430	urease subunit gamma [EC:3.5.1.5]	313.1848	236.0066	135.4258	406.2805	249.13139999999999	245.8086	325.31600000000003	200.6501	343.9053	122.1716	150.0495	259.6499	63.4653	267.0858	168.6787	38.3367	220.6364	162.5974	197.6146	64.2838	40.463499999999996	90.4126	221.66129999999998	181.88	426.3762	57.477900000000005	0.0	38.3037	249.19330000000002	931.6088	380.4621	101.2179	381.1947	137.1164	431.65299999999996	345.33299999999997	974.9934000000001	343.116	9.0	0.0	241.3333	130.9873	215.3201	210.3409	45.7326	288.38190000000003	94.3994	144.0131	61.4258	346.9934	55.834999999999994	166.5401	87.0561	274.8395	57.161899999999996	990.7905999999999	583.9141999999999	255.4509	751.3697	146.6699	232.2155
K01432	arylformamidase [EC:3.5.1.9]	0.0	23.2486	0.0	0.0	6.6243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01433	formyltetrahydrofolate deformylase [EC:3.5.1.10]	397.8242	454.2947	376.2296	624.8111	395.8117	669.5512	327.6141	119.7347	695.3375	554.0512	337.9868	431.8159	448.19620000000003	807.9685999999999	231.63760000000002	136.8692	259.7146	527.1175000000001	85.797	193.48160000000001	147.6835	480.4812	435.8431	256.749	357.7169	391.5065	21.7316	250.0418	368.9633	600.3404	249.752	179.4351	60.15820000000001	157.7604	547.089	562.5045	341.6601	484.2992	128.9942	16.9516	265.3909	600.7489	436.1805	244.8366	152.8192	254.62369999999999	1540.5584	1292.3035	971.6379	32.0594	563.7202	181.9479	743.5294	275.53069999999997	96.1206	833.1181	252.8914	829.7627	235.9025	487.9906	279.8426
K01434	penicillin G amidase [EC:3.5.1.11]	10.2106	20.912	10.8416	0.0	26.4183	0.0	11.8797	21.7554	0.0	26.6849	0.0	63.248900000000006	21.6365	23.3873	0.0	0.0	0.0	14.597	11.9921	25.3936	12.5185	77.3839	29.8337	37.0064	10.1478	15.4263	31.0124	18.5856	98.8419	5.8397	18.5614	0.0	0.0	10.5871	49.6781	0.0	9.687	0.0	0.0	0.0	25.583	19.8712	0.0	0.0	0.0	9.9904	81.5083	37.2225	24.8705	18.9304	23.8845	21.1877	30.2144	0.0	0.0	0.0	0.0	0.0	21.3176	39.3202	0.0
K01438	acetylornithine deacetylase [EC:3.5.1.16]	144.3823	54.2267	21.0	72.2612	47.1746	27.9211	30.499299999999998	52.841499999999996	332.9333	106.2055	103.917	58.4069	113.50890000000001	139.68630000000002	472.86850000000004	8.4407	21.257199999999997	8.8436	0.0	0.0	13.8947	127.3144	53.2825	20.9147	0.0	0.0	50.5694	21.701900000000002	112.833	8.581	10.057500000000001	23.4104	6.761	31.9106	226.69830000000002	122.85	0.0	138.5036	66.039	10.2087	92.3464	190.022	185.5862	13.6037	61.0	66.6224	503.4233	173.6407	65.1105	23.82	93.3746	18.5517	40.3906	31.5176	17.4063	906.8878	50.186	398.65250000000003	380.4407	68.2234	100.6067
K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	987.3915000000001	531.2896	583.9537	509.3088	1150.0498	719.6890999999999	252.10819999999998	470.9108	482.95480000000003	333.3429	321.46139999999997	557.6502	372.2506	938.0436	402.5081	107.55439999999999	248.3086	598.2319	206.6483	125.5634	310.0722	982.7774	319.3231	324.214	1504.4558	639.6538	71.0455	471.7471	491.40840000000003	1013.3748	1197.7383	258.7023	322.4781	356.8243	506.9336	721.0948999999999	312.7247	684.4592	251.4102	17.915300000000002	181.654	689.0248	295.6298	323.4448	267.082	506.036	2016.0891	1040.3289	1000.0672000000001	293.6386	738.9590000000001	319.502	1030.3962	294.715	136.3221	1011.5018	491.5866	1206.5963	400.4674	410.3997	388.54609999999997
K01442	choloylglycine hydrolase [EC:3.5.1.24]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0194	0.0	0.0	12.1094	0.0	0.0	0.0	0.0	0.0	0.0	21.9479	0.0
K01443	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	1310.7615	377.971	943.2803	517.5559000000001	794.7379	1309.2351	344.9747	1064.4019	415.6716	1401.9241	873.4379	851.2084	691.8429	2297.3875000000003	372.5521	277.3815	184.4845	1095.5071	197.373	593.9407	357.8895	1717.1125	265.1666	572.8975	1222.4843	705.6182	41.1162	1054.0176999999999	779.8004	1054.4271999999999	1228.1202	709.2734	599.0633	240.3407	1446.2022	868.8964	1560.4977	1325.1761000000001	193.7131	43.057900000000004	925.6256	900.427	699.4137	275.7347	659.7236	1098.1271	2538.8039	793.9493	1403.6634	1460.0176	1043.5611	181.8279	2004.4304	362.09069999999997	129.3793	1397.9426	1328.248	675.5554	1613.5305	1754.9281	573.5943
K01444	N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]	57.324	5.9273	65.8017	30.0	10.6522	11.6335	0.0	81.0793	0.0	63.975300000000004	90.4114	33.7681	21.8692	82.754	0.0	0.0	10.9193	44.0222	0.0	14.4036	12.6988	88.5714	0.0	0.0	50.405	34.0	0.0	32.7474	16.7068	54.4972	73.83330000000001	52.9015	29.6715	0.0	96.9086	20.4071	42.546099999999996	96.6966	0.0	0.0	70.5493	32.4933	22.6262	0.0	49.833	60.860499999999995	129.4786	20.0	110.49380000000001	89.0411	25.897199999999998	6.7857	78.3609	0.0	3.623	0.0	148.7679	0.0	189.9064	124.8785	5.0093
K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	51.288199999999996	4.4818	207.9722	0.0	26.3793	134.82569999999998	13.1526	229.78660000000002	8.8245	248.5479	23.7213	101.6949	100.0552	0.0	0.0	4.1895	17.989	107.0	0.0	0.0	23.4273	256.4442	8.631	0.0	29.5756	0.0	15.7393	130.3511	19.311	13.0	74.9654	62.0789	49.0984	10.1644	60.3356	80.1781	13.4989	52.8904	0.0	28.9888	11.1721	17.5724	0.0	21.663800000000002	72.8156	101.4089	0.0	29.1089	6.0346	299.8727	32.4942	26.3512	312.7463	26.221	4.0177	8.2197	12.5226	0.0	0.0	279.45029999999997	51.860400000000006
K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	3242.1827	883.4256	1321.8116	1037.708	2244.3311	2708.7769	617.3928	2856.0235	171.8851	3263.5983	2012.2482	2884.1935	1850.3392000000001	3165.2239	300.2749	416.1818	415.5179	2534.4838	267.3375	1377.8152	835.8598	2906.9665	297.0786	468.866	4537.7216	1779.1691	16.256800000000002	2198.5796	795.2031	1757.6792	3687.7677	2216.4575	2894.4175	720.5635	2222.1076	1899.6698000000001	3261.6301	3291.5052	289.522	159.5404	1589.5221000000001	2462.3439	939.2076999999999	593.3526	1232.3636	2723.9425	3893.6411	2353.6403	2636.0276	5286.8178	1294.9096	683.8279	4068.691	1024.3325	344.2668	717.0782	2697.9013	800.4482	2779.3165	3594.3295	1547.9638
K01449	cell wall hydrolase	243.93540000000002	0.0	68.82050000000001	0.0	156.1763	319.2972	0.0	423.2653	89.1712	25.2824	11.0	177.1612	143.3186	59.0	0.0	9.4537	8.3189	256.0161	0.0	8.0	5.0689	182.70880000000002	0.0	55.487	53.7023	58.879999999999995	0.0	50.6191	42.0	170.2857	80.545	224.10660000000001	577.1508	8.0	68.0615	0.0	98.4606	43.0677	0.0	0.0	21.5894	0.0	3.9665	0.0	11.6392	120.2558	69.95230000000001	16.8611	76.3036	715.4748999999999	14.9334	31.7545	181.4174	27.2849	0.0	0.0	125.2056	0.0	41.9406	67.7272	4.6177
K01451	hippurate hydrolase [EC:3.5.1.32]	0.0	9.8875	0.0	342.9526	41.3705	0.0	36.0764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.131700000000002	0.0	0.0	0.0	38.5323	0.0	0.0	0.0	0.0	0.0	71.47879999999999	0.0	0.0	0.0	0.0	5.7414	0.0	107.94680000000001	0.0	140.20499999999998	0.0	0.0	0.0	0.0	0.0	44.6675	0.0	0.0	14.8111	0.0	0.0	0.0	0.0	0.0	9.4505	6.3213	0.0	0.0	0.0	0.0	0.0	0.0	20.4493
K01455	formamidase [EC:3.5.1.49]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8203	0.0	0.0	0.0	0.0	0.0	65.5469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01460	glutathionylspermidine amidase/synthetase [EC:3.5.1.78 6.3.1.8]	18.7392	167.3034	95.0	124.0	50.882400000000004	0.0	68.6608	35.0827	7.9881	151.42860000000002	0.0	225.8666	89.6841	342.9762	47.6035	0.0	0.0	32.1312	0.0	0.0	73.0455	227.4771	158.6667	83.6196	0.0	239.637	0.0	104.1492	150.3719	335.5301	149.6169	37.4005	0.0	0.0	0.0	404.0614	0.0	313.56399999999996	64.809	0.0	16.0	169.0	37.7026	15.637	101.1243	173.5918	495.3672	5.7258	0.0	0.0	429.8883	16.0116	339.1805	36.7605	0.0	94.0	110.6249	61.9132	21.3217	132.77460000000002	202.7787
K01462	peptide deformylase [EC:3.5.1.88]	4476.7109	1564.263	1841.3853	1803.099	2433.0432	3123.041	1216.7262	2854.0003	1500.2015000000001	3934.0433	3010.9508	2985.6214	2651.837	4335.8802	1477.5421	626.4067	1548.8451	3074.689	789.5432999999999	1702.633	936.0046	3689.2616	1110.3093	1499.6273	4315.3768	2069.1322	135.0231	2042.5354	1516.27	2401.7758	3843.4054	1597.7227	1776.3299	991.4165	3649.0774	2988.496	3579.8023000000003	2868.5296	588.2868	199.0409	2509.8728	4412.5151000000005	1567.4179	993.9942	1421.7736	3344.1315	6459.8898	3684.8382	3536.4833	3763.5376	1454.036	1332.2965	4330.4061	1460.1661	619.2603	4341.0759	3576.0284	3151.585	4262.8899	3480.6448	2127.7371
K01463	N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]	214.8585	112.82350000000001	12.9361	203.5264	574.1188	103.15350000000001	205.3057	31.8993	17.0	77.3712	8.0	340.6197	43.272999999999996	82.2652	30.8389	0.0	306.0	0.0	216.1638	10.2182	209.9253	23.0	5.4268	88.9222	7.7806	353.7979	0.0	111.0	138.9767	169.373	25.5605	44.9099	0.0	137.0565	31.2786	483.3942	51.653	678.0657	0.0	13.0	0.0	662.7465000000001	0.0	109.2174	9.0136	59.199	658.1022	0.0	3.4986	4.6681	35.5566	243.6005	134.2679	279.4328	142.0	124.2722	0.0	236.94150000000002	35.0	12.605599999999999	405.2768
K01464	dihydropyrimidinase [EC:3.5.2.2]	598.02	0.0	69.6849	21.2673	51.715199999999996	173.8628	0.0	258.6168	0.0	59.267	150.8482	172.4692	363.4968	278.5512	7.7585	28.5593	29.2459	375.8511	16.5444	181.308	0.0	350.9545	24.0519	0.0	549.3361	164.4616	0.0	204.38469999999998	0.0	0.0	458.0082	89.4263	285.7331	91.4661	297.9132	53.8235	466.9602	0.0	0.0	0.0	312.8197	262.37190000000004	132.9206	45.3296	159.817	261.08009999999996	391.4946	399.6323	285.3132	134.6198	22.2626	17.7366	497.7486	26.6237	43.7689	67.2267	64.8057	97.5237	489.78490000000005	89.2645	68.72749999999999
K01465	dihydroorotase [EC:3.5.2.3]	2136.9399	380.4368	974.1929	961.1282	905.3028	1780.385	407.6513	1660.4666	655.0251000000001	3200.8659	1271.7848	1028.5601	853.4034	2317.8735	496.3298	358.7491	353.62	2019.2881	403.0213	709.4849	401.43	1487.0003	320.7432	448.3001	1618.9454	773.4261	50.3231	1072.3408	441.0797	710.9002	1493.9157	957.8503000000001	1398.583	394.1178	1595.337	744.0694	950.295	1288.3507	78.8323	44.1398	1082.6141	1153.4991	764.4271	421.5664	870.8008	864.3667	2699.9466	1877.4715	1611.9096	2525.4539	536.6869	357.1566	1036.7528	606.397	293.6495	2058.4808	2296.4089	1897.6605	1587.8093	1987.8842	974.0109
K01466	allantoinase [EC:3.5.2.5]	49.0	36.4221	7.9124	7.3333	38.6572	0.0	15.7795	42.7196	0.0	40.7614	15.523299999999999	20.6464	19.7067	50.0	10.9948	5.5684	29.0517	97.13149999999999	20.6965	0.0	52.9218	93.0	11.3588	35.6659	0.0	0.0	0.0	6.8312	37.5381	11.4455	41.0	0.0	36.943	19.6579	51.5128	17.083	15.4811	0.0	0.0	0.0	0.0	25.1645	0.0	17.1928	0.0	0.0	0.0	28.2695	27.5764	93.3791	0.0	38.3595	27.9455	8.3748	0.0	0.0	0.0	231.0983	65.2527	100.8173	13.9521
K01468	imidazolonepropionase [EC:3.5.2.7]	905.9434	164.40300000000002	165.4854	114.4867	279.0301	504.3138	220.2819	483.2174	36.0704	1477.411	487.3729	335.4685	233.75570000000002	521.2158000000001	71.8274	89.8687	251.2836	232.9808	111.48320000000001	283.83930000000004	233.1577	638.7541	50.951	138.1813	648.3238	190.687	0.0	275.0465	73.9183	150.7058	509.2351	320.9665	204.7671	131.4445	157.2663	531.8317000000001	234.96529999999998	541.3417999999999	52.84910000000001	102.3135	333.6459	1147.836	222.42000000000002	93.0212	312.1953	467.8353	644.1394	689.6572	403.1955	831.1465	194.6688	119.6406	277.8361	335.8519	128.256	311.8367	802.7514	237.3668	326.0737	514.6142	270.0227
K01470	creatinine amidohydrolase [EC:3.5.2.10]	186.56710000000004	21.6888	0.0	8.6706	39.2073	68.123	10.7422	82.3398	2.8645	86.544	27.3373	91.526	0.0	57.7745	10.4935	4.981	23.4322	49.2067	24.4167	7.0413	18.9433	38.670500000000004	23.5026	16.2917	63.6003	19.0	0.0	51.2337	53.167100000000005	20.9609	17.5741	85.7984	6.0506	25.932000000000002	81.5108	19.1094	47.280699999999996	54.935199999999995	0.0	4.0581	0.0	33.8868	0.0	15.8451	29.9286	40.8736	53.1977	148.0	7.5109	16.4343	0.0	43.4362	0.0	22.5599	12.804	0.0	39.0521	163.0638	13.5827	31.0822	80.44059999999999
K01471	6-aminohexanoate-cyclic-dimer hydrolase [EC:3.5.2.12]	1109.5575000000001	418.3881	177.6261	627.9441	869.8279	649.2857	302.6759	816.5696	22.746499999999997	283.3654	646.8489000000001	719.7181	359.1749	765.0972	251.6778	127.3516	669.3215	442.6485	335.7952	284.4635	262.0362	367.4762	103.4866	717.3604	1067.1057	186.2945	8.1102	70.5395	116.891	656.9279	359.7541	424.5608	42.916000000000004	413.76230000000004	1135.5909	1108.278	1190.8576	980.566	137.2459	31.3759	424.3949	1953.7194	414.1894	506.03479999999996	162.4914	574.7542	941.6723000000001	255.2693	658.1698	882.3822	357.0837	439.6182	811.4151	412.6327	160.0073	489.0114	723.2456	1262.2339	812.2221	914.1694	283.478
K01473	N-methylhydantoinase A [EC:3.5.2.14]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.7064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01476	arginase [EC:3.5.3.1]	0.0	5.8793	0.0	0.0	75.5795	0.0	29.0	0.0	0.0	0.0	0.0	49.1495	0.0	0.0	20.9249	0.0	0.0	0.0	20.4383	0.0	6.6726	0.0	30.8278	11.019	0.0	0.0	0.0	0.0	29.801000000000002	9.625	0.0	0.0	0.0	3.0126	0.0	54.9825	0.0	130.6081	0.0	8.6612	0.0	0.0	0.0	42.0	0.0	0.0	35.0	0.0	0.0	0.0	3.9126	9.7586	0.0	4.7229	0.0	0.0	0.0	82.0167	0.0	0.0	28.326099999999997
K01478	arginine deiminase [EC:3.5.3.6]	406.4551	378.1099	316.98040000000003	414.229	481.47589999999997	466.0397	574.4185	764.542	572.5896	591.0527999999999	332.8563	649.1839	259.1612	710.9572000000001	395.5052	125.1919	590.4003	396.4227	258.3122	210.2019	189.94639999999998	495.6111	281.8522	525.1155	326.38030000000003	285.0897	17.8238	240.2326	471.72069999999997	893.5991	524.3784	325.8272	214.9372	385.4193	350.288	696.1601	389.284	570.0726	64.881	47.9022	423.1302	745.374	171.0591	441.6494	296.0703	385.4203	654.9944	241.1051	597.2728999999999	723.6027	191.68	372.522	357.82509999999996	474.3802	84.27730000000001	2078.1994	817.1363	1819.5154	387.3817	720.9209000000001	560.8944
K01479	formiminoglutamase [EC:3.5.3.8]	173.69209999999998	86.5007	206.8293	138.2074	220.4947	121.8393	256.319	64.7637	46.248400000000004	477.77410000000003	0.0	232.3704	46.0403	266.95029999999997	111.106	30.9665	271.3995	142.3933	111.80270000000002	179.8298	159.39350000000002	340.1399	90.3507	182.7945	249.0631	100.3894	0.0	77.9761	79.2188	167.87120000000002	146.16570000000002	41.336200000000005	72.3883	108.9588	48.6614	432.2518	145.36169999999998	458.9571	61.1896	19.4032	0.0	1335.5944	109.3172	92.4545	29.282	229.2942	179.2453	152.44719999999998	193.0667	30.5903	107.5472	145.4879	134.9187	405.3396	135.6301	310.4264	564.0604	316.7606	347.9327	123.8491	163.65030000000002
K01480	agmatinase [EC:3.5.3.11]	176.51659999999998	60.391400000000004	42.0224	207.773	340.2363	304.2691	97.444	161.6985	27.0438	162.662	24.249299999999998	366.5712	32.7951	131.8115	5.1895	10.1429	12.382200000000001	79.339	88.92920000000001	0.0	111.8959	26.7713	0.0	16.9616	38.939800000000005	249.8193	0.0	61.1739	169.1396	107.28439999999999	77.75479999999999	218.594	184.9894	114.1265	0.0	277.5672	47.0	544.8129	0.0	7.3824	0.0	36.2374	11.2012	60.1528	14.773	67.4828	407.6009	23.6726	56.527699999999996	87.5314	33.4618	190.30110000000002	246.3203	128.4601	47.027699999999996	44.822500000000005	92.5036	19.942999999999998	28.939500000000002	99.75529999999999	263.182
K01482	dimethylargininase [EC:3.5.3.18]	108.7355	26.7181	10.3303	0.0	23.4723	48.1156	20.778	7.1184	65.9122	24.58	0.0	180.2636	0.0	58.1365	12.3912	10.4946	148.9203	13.3717	45.265100000000004	0.0	35.1559	86.6252	21.4414	43.6795	0.0	0.0	0.0	0.0	72.3874	97.5115	3.9391	11.509	12.3631	25.2821	0.0	72.7915	0.0	35.7119	0.0	9.5271	27.715600000000002	185.696	3.1252	16.6595	0.0	70.1149	0.0	84.3908	0.0	16.752699999999997	0.0	10.0268	113.6323	51.3636	21.0	69.9121	0.0	218.0438	269.6069	31.0166	116.2835
K01483	ureidoglycolate lyase [EC:4.3.2.3]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.9379
K01485	cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]	186.0111	247.1841	222.7829	218.0	331.3132	45.4867	129.0818	100.2519	0.0	181.10829999999999	276.5775	216.53719999999998	145.9434	614.1469	32.3808	42.0	0.0	159.5066	0.0	29.953300000000002	161.46710000000002	773.5607	234.431	103.7604	127.9975	217.4956	0.0	134.4947	256.7977	680.9407	189.2024	79.9554	60.303	0.0	521.0668000000001	617.5778	228.6607	506.5863	61.5109	0.0	199.51430000000002	350.031	100.4233	22.0437	152.3343	160.46949999999998	854.1809999999999	764.6913000000001	336.9307	83.6933	12.0	37.8788	814.3637	61.9413	5.5249	184.0	158.5425	110.0198	169.5808	257.062	345.3581
K01486	adenine deaminase [EC:3.5.4.2]	618.0463	12.7634	191.224	24.4421	0.0	313.0258	49.4391	465.0462	0.0	70.5509	80.3777	85.8733	303.9638	404.8884	0.0	20.188000000000002	10.046	445.99969999999996	30.3411	152.74949999999998	30.2228	290.9358	0.0	24.8274	83.1475	53.4593	0.0	290.3087	6.6499	47.7616	209.6518	124.5865	378.2418	5.3503	487.4325	38.0932	21.9761	57.5617	29.7049	5.4955	139.4955	280.5222	29.080199999999998	0.0	115.7525	158.3387	289.67269999999996	151.7007	276.2248	362.9559	11.4106	6.6888	409.4718	22.3393	16.6191	60.172700000000006	228.3608	0.0	66.5098	323.3026	22.362
K01487	guanine deaminase [EC:3.5.4.3]	496.26120000000003	57.651	160.3683	17.44	96.05969999999999	269.40790000000004	96.44330000000001	347.1828	19.0	123.3248	84.6521	148.4086	287.5281	365.0722	0.0	49.0035	42.9477	471.6704	37.544799999999995	114.9673	101.8165	361.9391	17.3927	47.8408	195.6335	157.1743	0.0	244.6358	34.4832	409.3607	264.7661	120.6189	322.7629	93.8712	323.14	76.8843	481.8166	55.0195	30.5237	0.0	277.2052	310.3287	161.0334	24.0	151.6282	262.3305	406.41290000000004	330.39420000000007	152.0284	266.6369	140.82940000000002	18.619	525.7139999999999	40.062799999999996	36.8712	51.5669	589.4218	46.2865	476.9627	272.347	76.8263
K01488	adenosine deaminase [EC:3.5.4.4]	15.0	17.0	13.6967	19.0	98.0812	19.1424	10.1662	25.093	36.8783	28.0	0.0	0.0	18.9128	13.0	22.037	0.0	0.0	47.724500000000006	15.0	12.0	11.3168	19.0958	29.9327	36.5484	0.0	0.0	19.5137	31.4467	149.6274	12.4825	36.0	6.6707	15.4516	6.3159	0.0	36.0038	27.0736	14.6612	0.0	0.0	16.624	13.1323	0.0	49.6845	28.0	10.9535	25.6463	23.0	65.3421	76.6889	7.0378	16.5457	21.813200000000002	22.441000000000003	4.4022	65.3938	17.0669	33.264700000000005	0.0	38.7442	18.7967
K01489	cytidine deaminase [EC:3.5.4.5]	2621.9308	834.8779999999999	951.1579	736.4201	1223.6505	1632.0085	610.4758	1871.7322	1340.1945	3438.113	1822.4961	1560.1144	1357.6737	1994.1331	616.1295	401.6918	460.31579999999997	2030.6409	489.8951	820.2958	560.5678	1667.5544	1019.5823	905.875	2744.3268	976.3159	34.9747	2452.9858999999997	955.646	1558.0938	1994.7349	1180.0818	1486.0254	530.741	2027.527	1251.0483	2649.8869999999997	1708.4737	281.6062	89.7709	1578.5808	2092.1157	999.5878	512.981	1228.3746	1661.1243	2877.6381	2459.995	1567.8324	2069.4306	649.9087	547.6911	2388.9923	912.8285	322.1064	2720.6437	3297.525	1501.4551	1814.6716000000001	2727.5577000000003	1073.0064
K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	1791.3024	884.1484	1177.2083	1048.2636	1817.865	1367.0255	616.8513	1263.6758	878.3585	1694.6639	1369.4372	1767.2672	1123.6773	2536.0067	943.0593	257.648	440.02369999999996	1839.9332	334.3712	547.7488999999999	553.0974	1927.6261	698.1188999999999	624.2952	2948.2257999999997	949.4188	77.7614	1216.5912	891.8367	1846.4497	2528.8903	1115.3187	828.5757	479.0627	1498.4746	1706.6987	1371.4792	2155.6115	428.6313	63.155199999999994	975.1768	1534.3176999999998	607.3739	514.4548	1057.8484	1250.5338	3475.1911	1854.9533	1930.7042	1995.1444	1122.5845	533.2066	1925.2887	581.7579	239.9715	1612.1188	2119.3157	1868.0458	1758.45	1406.6982	1246.0824
K01493	dCMP deaminase [EC:3.5.4.12]	1763.5558	267.8862	720.1493	343.43489999999997	963.8163999999999	1287.218	284.1017	1797.2693	82.0319	2349.1159000000002	981.1888	1071.6239	869.0118	1591.2473	196.01770000000002	218.9789	112.169	1633.6832	189.3169	617.7467	429.842	1748.2738	342.2512	376.8664	1689.4278	1049.7489	12.101400000000002	1368.2073	415.1831	867.8015	1562.1553	1093.0148	1315.0397	297.4567	1522.8257	717.0884	2110.9058999999997	1329.7736	170.6417	94.0418	1070.0272	828.1847	578.5854	147.10490000000001	914.6289	2169.985	2617.8158	2018.1495	1094.0538999999999	2845.0655	510.57800000000003	350.6462	3476.5491	512.7617	111.8597	709.9019	2064.032	405.4952	1593.9249	1803.6289	1146.8222
