KO_ID	KO_function	SRS017381	SRS017387	SRS017439	SRS017445	SRS017511	SRS017533	SRS017634	SRS017691	SRS017713	SRS017751	SRS017757	SRS017808	SRS017814	SRS018055	SRS018061	SRS018145	SRS018157	SRS018300	SRS018337	SRS018357	SRS018394	SRS018439	SRS018479	SRS018501
K01880	glycyl-tRNA synthetase [EC:6.1.1.14]	391.7173	115.2538	889.757	381.39979999999997	841.6567	908.8068	347.282	1074.3349	326.188	178.3781	1786.4246	848.2935	403.92019999999997	315.3286	139.4737	1583.5874	1164.459	1021.369	403.56409999999994	931.9134	915.6592	1155.5578	2926.9922	1207.4495
K01881	prolyl-tRNA synthetase [EC:6.1.1.15]	1233.1966	140.1087	2930.6005	2854.1048	1782.1208	1939.7068	432.0154	1727.8455000000001	1624.9569000000001	1192.5151999999998	2881.1195	2725.284	987.0707	1400.8078	991.3101	3588.21	2341.3059	3333.1581	1036.8603	2242.014	1791.6602	3040.4822	3780.8867	2244.259
K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	971.6516	166.6638	2386.1025	2304.9167	1087.8107	1251.798	367.3973	1644.1381	1370.5257	1386.7854	2054.1189	2021.7427	713.7576	1530.8429999999998	861.7379000000001	4845.9284	1756.0762	1673.8442	1068.4921	2100.5034	1625.4276	3559.0859	3363.0632	2019.096
K01884	cysteinyl-tRNA synthetase, unknown class [EC:6.1.1.16]	151.2892	36.3497	109.2223	22.0945	78.7272	59.091499999999996	101.5985	120.0048	18.8016	25.6408	172.9177	9.9747	0.0	35.3847	0.0	41.7147	166.6154	317.4785	11.0623	35.5072	189.3573	35.4649	147.5621	267.3424
K01885	glutamyl-tRNA synthetase [EC:6.1.1.17]	1337.7767	131.7131	2165.7597	2772.7886	1822.6547	1744.013	485.4917	1663.3609	1570.8673	1439.0094	2757.4742	2644.1672	1270.6469	1565.3442	710.8844	3083.4673	2242.4741	2260.6956999999998	1024.4365	2212.4169	1306.2419	3060.0959	4480.2929	2251.3917
K01886	glutaminyl-tRNA synthetase [EC:6.1.1.18]	781.215	60.0495	1485.6788	1530.4683	548.6114	542.2321000000001	96.54379999999999	635.8339	996.6348	850.338	1519.9343999999999	1056.9514	314.413	991.8249000000001	586.5972	1517.6163999999999	1277.194	1184.8702	188.5061	1207.1684	863.9653	2733.9700000000003	1323.2025999999998	1630.9867
K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	1498.135	197.9367	2704.7173000000003	2784.0118	1621.0752	2239.6338	551.0877	2021.0071	2074.7976	1246.3899	3383.107	2588.6312	966.0283999999999	1659.3071	807.2883	3822.1077	2756.254	2773.0243	1187.6471	3238.0679	2357.6176	3618.021	4346.5786	2695.7245
K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	1163.6499000000001	197.5995	3159.6434	3021.9813999999997	1972.5137	2043.9538	572.1967	1938.0242	2078.9254	1203.6409	3045.4102	2806.8709000000003	1417.5195999999999	1447.1719	993.6237	4048.2740000000003	2859.7024	3891.3185	1028.5772	2033.2259	2490.4964	3345.1306	4142.826	2465.5164
K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	1129.937	178.3055	3112.3809	2439.8887	1467.1615	1820.6993	511.3182	1665.6254000000001	1638.0965	1148.9084	3086.5964	2785.9552	1506.1228	1154.49	959.5664	3105.2271	2877.7757	5982.740500000001	807.736	1586.9574	2411.9907	2629.4329	4176.7701	2269.3055
K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	1112.1255	132.8908	2281.978	2257.5996	1255.7769	1688.2463	440.9606	1492.9814000000001	1861.7391	579.3189	3084.0412	2221.2712	947.3429	1216.0415	899.5862	3823.7463000000002	2274.1204	2250.7365	804.3827	1848.3011	1797.671	3513.055	3788.0004	1968.0588
K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	723.2022	72.7874	1023.9372999999999	1503.1103	536.952	840.6761	163.7827	750.351	489.9436	623.521	1214.3858	993.4958	266.0668	553.5898	618.7247	1474.7721000000001	1308.7281	2136.1693999999998	172.2947	1002.4891	922.4677	1274.5398	1195.1911	1451.0803
K01894	glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	328.5844	0.0	365.4955	385.2188	83.79140000000001	80.9207	3.6503	256.5244	1001.9762999999999	703.7927999999999	571.8195000000001	254.13899999999998	81.51	525.1745	124.42490000000001	50.1306	272.4142	40.9314	25.6363	162.1239	222.6059	785.6048	425.7044	237.3367
K01895	acetyl-CoA synthetase [EC:6.2.1.1]	41.7111	0.0	203.3852	147.19650000000001	74.3084	187.4247	0.0	12.4434	227.57459999999998	24.3404	0.0	22.9031	336.9964	58.8385	64.3295	113.79560000000001	80.6871	22.7322	49.5619	203.4685	66.9191	0.0	94.197	217.75990000000002
K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	757.5131	83.4335	2288.2688	3307.7088	1338.104	966.3125	323.9803	1347.8862	1977.6951	75.4795	2052.8096	981.7016	1502.6306	1024.2848	1311.7001	1153.6814	2850.5929	832.9901	1475.7979	511.0578	1942.4218	1518.721	3173.6174	897.312
K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	615.8323	80.217	1484.1998	1657.4133000000002	541.4839	764.1477	207.1854	677.3308	1339.1084	778.84	1447.0718	1090.7165	559.6917	836.9594000000001	576.3639	748.8523	1219.8969	782.2343999999999	562.3283	698.1415000000001	491.9436	1733.9436	2790.4132	1047.5882000000001
K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	478.29820000000007	63.3091	1140.7599	1627.9519	250.2318	771.7079	192.74099999999999	513.5704	1090.9496000000001	493.74100000000004	1155.7171	1657.4922000000001	240.84969999999998	618.7366000000001	542.9583	561.5204	1104.3732	895.4482	494.6236	1254.5573	741.7072	1600.1416	1747.3848	1010.1982
K01906	6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]	117.01350000000001	0.0	78.44919999999999	90.79910000000001	76.1605	129.0244	3.31	41.7778	142.02370000000002	36.2402	38.6902	244.6807	0.0	142.7364	0.0	362.1414	22.1626	553.9308	0.0	312.7251	173.2645	470.33820000000003	47.4762	361.46189999999996
K01907	acetoacetyl-CoA synthetase [EC:6.2.1.16]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.8846
K01910	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	91.2834	4.3098	100.10329999999999	113.4516	124.2825	133.83859999999999	66.8143	177.4426	117.2572	83.9324	410.981	98.616	9.2423	137.5921	95.6306	547.0415	168.24699999999999	680.1423	20.5738	80.9316	140.9281	173.976	357.022	209.6017
K01911	o-succinylbenzoate---CoA ligase [EC:6.2.1.26]	461.1599	0.0	307.6882	1718.9090999999999	457.8794	665.7278	48.5148	311.959	424.88	170.0583	488.346	837.0991	661.4861999999999	534.5308	461.1225	1033.4365	550.7422	598.328	814.4968	592.2182	544.7361999999999	562.5564	460.8552	703.5210999999999
K01912	phenylacetate-CoA ligase [EC:6.2.1.30]	36.0302	30.928	0.0	188.1291	94.5435	0.0	38.631	319.7075	0.0	10.0	359.55469999999997	18.7301	9.0961	15.0	67.0	35.467	605.899	218.5788	0.0	111.6811	340.5028	107.0387	230.03199999999998	18.5535
K01914	aspartate--ammonia ligase [EC:6.3.1.1]	391.9779	38.9675	1822.2112	1556.4062000000001	449.24830000000003	1094.3742	134.7636	584.0534	366.1792	460.6151	1103.0185	1751.8723	284.9792	286.4599	678.3148	1434.929	1338.7481	1200.4619	175.4343	1343.5211	964.8642	1438.3727	821.2744	967.0612
K01915	glutamine synthetase [EC:6.3.1.2]	1562.7285	121.6332	3163.8019	3942.9523	2018.3482000000001	2871.4647	512.7287	2024.807	2536.5361	1342.3669	3272.0831	3230.7032	2094.464	1719.7874	1130.2926	3914.59	2952.3595	3506.5171	1620.2652	2504.5822	2703.4145	3969.8161999999998	4184.0682	3284.7047000000002
K01916	NAD+ synthase [EC:6.3.1.5]	255.27609999999999	19.6476	740.0667	443.3388	591.2785	786.5437	123.47240000000001	472.4699	347.0833	92.2435	398.1374	301.2382	635.0047999999999	283.831	210.5304	706.0399	494.51849999999996	1000.4201	369.44730000000004	415.2685	435.6907	88.7723	453.8179	314.1267
K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	775.4988	94.4335	1183.649	1250.4984	952.0615	1108.3752	251.12199999999999	1143.979	1293.307	876.3688	2037.3117	1045.3319000000001	653.2324	876.4415	296.7625	1570.0269	1321.6573	1318.741	752.2483	1348.8958	1257.8076	2131.3573	2517.5241	1366.9577
K01919	glutamate--cysteine ligase [EC:6.3.2.2]	92.0361	0.0	132.1598	1337.1443	446.9553	929.7706	7.7473	122.21979999999999	411.8986	80.2471	515.3297	182.2412	316.3087	196.0775	595.3548	285.511	373.8043	219.4042	221.28459999999998	582.6687999999999	230.6331	141.0306	202.7168	267.7572
K01920	glutathione synthase [EC:6.3.2.3]	281.7737	0.0	4.0233	368.6898	111.4952	75.0	6.2387	116.1524	853.4629	492.9743	524.6965	405.31370000000004	126.26389999999999	457.0	139.2492	65.49849999999999	286.2262	21.0575	22.3584	106.2612	326.50710000000004	957.8182	373.1783	304.66769999999997
K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	1493.3532	217.9814	2757.451	3855.3639000000003	1922.3311	2417.0588000000002	536.9474	1849.0813	2382.0226000000002	1264.9992	2953.8008	2864.8331	1564.5958	1361.2404999999999	1145.0314	3906.8989	2871.3170999999998	3551.8862	1470.5278	2484.8817	2304.3106	3668.5873	4174.5482	2708.8983
K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	1191.3607	145.6535	1934.7072	2845.4939	1358.7344	1341.873	373.0132	1654.1681	1634.6363	1123.5123999999998	2580.6142	2324.3617	1057.4999	1269.4464	888.8371	3789.5252	2383.0695	2600.1583	917.0457	2062.3161	1440.646	2638.2627	2795.3378000000002	1802.8589
K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	1346.3209	74.3857	2457.8962	2449.0447	1478.0278	1781.1818	323.1671	1301.0089	1705.3074	1107.9904999999999	2987.9463	1934.9681	1053.6924	1350.6643	884.4100000000001	4367.6742	1851.8305	3055.7751	728.7334	1968.934	1757.3956	3438.259	2596.746	2388.7386
K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	1159.8695	105.7075	3350.2415	2637.5167	1244.4393	1792.0946	428.28520000000003	1271.7151	1932.4123	1083.0505	2651.26	1680.3138	965.4384	1046.2219	923.8926	3311.4645	1926.9479	3169.6336	813.5793	2041.1313	1741.102	3185.5164	3712.3634	2567.1553
K01926	redox-sensing transcriptional repressor	213.5361	52.3935	803.4688	275.6382	450.8176	503.3852	54.1054	270.0737	175.8396	89.857	545.0997	508.6364	102.3386	253.70729999999998	104.1476	756.2238	366.4436	487.4588	139.15109999999999	406.0455	467.0781	513.6059	617.3025	474.10130000000004
K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	1303.6281	94.2513	2654.5795	2436.908	1188.8192	1237.1419	470.9844	1543.1035	1740.4389	1141.2898	2793.4602	2438.718	808.6247	1024.9577	863.0974	2618.5099999999998	2005.483	2808.2925999999998	580.0354	1872.62	1896.4175	2930.8788	3985.4882	2338.9476
K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	999.9818	139.0641	1886.2903	2475.9399000000003	1307.883	1164.9088	331.25669999999997	1235.4287	1863.7039	1158.46	2455.9258	1695.4564	918.7741	1035.6841	956.0741	2245.2376	1824.8041	2772.1424	953.2866	1393.7804	1256.0767	3359.3554	2639.0615	2139.979
K01932	gamma-polyglutamate synthase [EC:6.3.2.-]	0.0	16.903	0.0	0.0	0.0	0.0	0.0	11.6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	392.0336	0.0	0.0	0.0	0.0	3.7842	0.0
K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	1357.2581	69.3094	2388.0254	2508.2459	1297.0188	1776.8901	351.7934	1665.0755	1167.027	906.9911	2659.1366	1849.7858	810.4145	1400.1936	889.9745	2691.5577	2106.7061	2166.1996	1108.8166	2130.1645	1807.015	2860.4727	2590.2783	2011.3933
K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	917.1065	117.9019	2954.4794	3009.9023	1276.9696	1969.2342999999998	280.9332	1371.1879	1781.8899	1092.1455	2687.3621	2545.5417	1081.3815	1491.9283	850.8293	3598.5793	2413.1789	3170.2553	980.8112	2113.8708	1982.6216	2109.1457	2394.8999	2087.4228
K01935	dethiobiotin synthetase [EC:6.3.3.3]	607.3665	27.7789	1349.4793	2700.8431	374.938	277.2	129.9604	743.0576	1279.3318	741.8351	1257.4953	1374.4895999999999	599.4529	1067.1797	810.5673	1991.1261	1459.1580999999999	1092.2536	385.8515	654.5812	1008.5590000000001	2269.3246	660.9582	713.8652
K01937	CTP synthase [EC:6.3.4.2]	1217.4747	179.8207	2631.9272	2707.5605	1260.2178	1730.2884	431.0534	1570.172	1915.1752999999999	1265.5581000000002	2535.4459	1674.5734	1264.0897	1109.7946	855.8536	3353.8615	2683.1918	2200.6866	859.1064	2296.7028	1714.5413	2998.364	3937.7716	2216.4407
K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3]	446.5272	0.0	271.7225	650.5056000000001	381.828	501.90599999999995	23.2254	220.9838	1344.4759	442.1851	798.8922	664.0208	30.2624	735.2783	292.96569999999997	816.8868	353.2111	880.3746	264.2026	496.8978	681.1885	1505.3709	496.58979999999997	908.6998
K01939	adenylosuccinate synthase [EC:6.3.4.4]	1366.1156	174.1529	1686.6885	3122.4869	1899.6912	2263.207	384.0969	1655.3657	2047.7322	1160.862	2858.6739	2825.1191	1607.2182	1245.0045	989.1727000000001	3885.5507	2461.8967	3474.9516	1079.989	2510.1017	1797.9644	3251.5331	3081.3875	2248.0261
K01940	argininosuccinate synthase [EC:6.3.4.5]	419.94419999999997	78.1374	1793.8647	2300.0549	927.0707	598.2472	226.3948	1117.2807	1042.4221	901.9114999999999	1629.4765	1935.7522999999999	915.0405000000001	939.6694	760.2041	1072.5693	1484.6241	1213.0575000000001	741.8169	807.2861	1239.7442	1850.0959	2437.4973	610.8290999999999
K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	1327.2612	151.8044	2953.3319	2793.2424	1593.6074	1808.2291	366.3048	1434.4857	1566.4122	1247.1079	2860.6342	2395.17	1494.7933	1933.6314	933.895	3870.2374	2269.4275	3014.5587	1125.162	1964.7978	1811.0585	3800.8848	3102.3718000000003	2252.8247
K01947	biotin---[acetyl-CoA-carboxylase] ligase / type III pantothenate kinase [EC:6.3.4.15 2.7.1.33]	358.5508	0.0	183.4759	197.1322	39.3358	59.0	0.0	152.25400000000002	990.0102	872.3271	257.7352	333.364	10.8901	423.0011	34.3564	49.0091	194.0947	23.0	19.8673	85.2172	102.44829999999999	1351.3719	248.61270000000002	93.4764
K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	262.6748	75.7345	426.2233	179.9342	225.22750000000002	417.3882	68.3195	301.8504	154.01919999999998	78.3208	726.299	495.5627	60.7975	132.4509	99.8615	796.4933	340.0171	606.6071	306.5515	399.6391	142.3068	705.2537	1321.6507	940.8303999999999
K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	1070.5809	158.1757	2220.5759	3022.6995	1796.9706	1778.6063000000001	398.8474	1655.7404	1826.3566999999998	1306.9299	2615.9051	2775.5362	1347.9687000000001	1422.5466000000001	788.7497	4468.0969000000005	2509.5696	1874.6279	1223.7488	2371.787	1922.2744	3600.2674	2972.5384	2127.5442
K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	814.6523	55.338300000000004	745.7493999999999	2023.4470000000001	460.7721	580.2743	72.2485	582.6042	1019.5904999999999	715.0307	1395.4613	1690.741	309.83439999999996	1089.794	798.6934	2815.2792	874.4988000000001	1332.2331000000001	453.0765	640.0248	856.0536	2451.241	1215.2655	1508.5595
K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	15.293099999999999	54.2306	40.5633	1328.3459	628.1944000000001	13.1923	117.1073	608.6422	0.0	19.641	791.816	159.35649999999998	613.3622	48.539500000000004	366.7165	80.05510000000001	855.3706999999999	56.5039	164.8203	51.7732	544.7034	28.0238	1703.4779999999998	135.67229999999998
K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	711.105	104.7523	476.0242	595.676	656.6563	831.0055	193.73129999999998	417.9056	1332.3736999999999	600.6205	1321.3375	1116.2445	267.92920000000004	775.0206000000001	426.4935	931.9304999999999	702.5522	1410.0217	658.7134	603.2046	484.5345	1927.0019	1442.9845	1248.1408
K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	771.0901	59.9441	1049.3362	1284.055	1034.5834	733.1114	244.8931	997.0637	1493.3405	559.6907	1477.7862	1194.2423	972.6085	738.6143999999999	429.87510000000003	949.1607	1420.5748	1600.397	910.1175	1085.745	1467.0925	1991.037	2059.9609	1421.0734
K01958	pyruvate carboxylase [EC:6.4.1.1]	9.329	0.0	107.5128	331.8685	141.9953	31.2673	6.1966	0.0	140.1664	42.7287	152.4752	73.90350000000001	58.1952	145.3789	83.7384	0.0	73.2089	283.4237	121.7474	28.398899999999998	285.9999	113.3634	108.6122	264.494
K01959	pyruvate carboxylase subunit A [EC:6.4.1.1]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.625
K01960	pyruvate carboxylase subunit B [EC:6.4.1.1]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.7004
K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	406.4697	18.1001	742.2207	2172.6368	528.4679	413.78430000000003	21.7625	574.2885	1287.3964	167.7611	1335.4463	737.9107	419.3439	668.2569	737.4449	1499.6472	1487.6859	1084.4475	260.7241	213.06	952.3824	1602.2891	821.5526	600.9851
K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	690.9166	48.6792	1627.0529	1899.9504	475.487	608.321	39.0294	650.1934	1116.9866	759.0119	1365.9711	605.1514999999999	470.1467	674.4667000000001	724.1003000000001	1285.6016	1783.8319999999999	1454.499	251.5669	716.8142	1142.2936	1462.7363	852.4787	541.3986
K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	695.7569	5.0481	1331.4463999999998	2037.8718000000001	681.8332	927.9839	52.764399999999995	887.1722	1273.3584	222.25	1363.2875	951.0889999999999	476.1644	1020.4164	719.9109	1124.8136	1584.1219999999998	1811.9171	291.9143	590.5817000000001	1053.8306	2047.4049	994.5093	722.4065
K01966	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	0.0	0.0	0.0	0.0	13.0	0.0	0.0	8.7754	0.0	0.0	71.4292	0.0	0.0	0.0	0.0	0.0	0.0	41.7304	0.0	0.0	12.3681	21.2632	49.9987	0.0
K01968	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.7632
K01969	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]	0.0	0.0	5.9797	90.679	76.0388	0.0	27.0546	248.3502	0.0	0.0	240.1248	0.0	15.7575	21.2523	119.1628	13.7587	390.5132	181.6255	0.0	0.0	365.4768	78.9085	270.2125	73.0
K01971	bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.4373
K01972	DNA ligase (NAD+) [EC:6.5.1.2]	1225.812	204.3405	2847.5251	3240.1646	1742.992	1891.0155	482.3595	1700.2033	1952.3726	1223.2787	2806.7341	2806.6035	1516.6725	1375.8383000000001	913.137	4393.777	2826.3476	2679.9366	1148.8794	2274.8487	1669.9844	3153.6022000000003	4240.7238	2837.1977
K01975	RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	0.0	10.6464	0.0	454.8215	213.8537	0.0	77.3503	46.2748	0.0	0.0	128.225	0.0	355.5218	0.0	166.7698	0.0	180.71959999999999	0.0	153.9173	0.0	129.4453	0.0	314.5046	0.0
K01989	putative tryptophan/tyrosine transport system substrate-binding protein	447.7495	46.9688	1189.9603	790.7927999999999	811.6093999999999	1100.0049000000001	129.7335	795.2467	686.9893	227.9257	1364.3197	1309.1606	373.2425	687.0345	190.0723	1657.2659999999998	866.4915	2458.5824	330.0937	1100.5133	1270.8553	1436.3883	837.4733	1731.8890000000001
K01990	ABC-2 type transport system ATP-binding protein	839.3008	544.5146	1534.8775	7048.755	5753.603	2528.6068999999998	1951.564	4253.0049	2333.7889	570.2258	6211.2381	1892.7506	4395.6249	1120.8107	1797.1239	2261.7128000000002	5142.3749	1572.8413	4552.3229	1171.5991	4364.2784	2369.3007000000002	12862.3214	872.9872
K01991	polysaccharide biosynthesis/export protein	1377.7929000000001	115.4109	1621.6153	1064.5925	598.7073	816.0754000000001	174.2001	1043.1403	1831.2316	1666.5198	1794.6562	1793.8368	328.2814	1732.6136000000001	395.2223	3225.8544	1762.5185000000001	1937.9202	156.3486	2163.6875	1375.4311	4437.8553	1767.8131	2337.655
K01992	ABC-2 type transport system permease protein	1222.7229	353.4231	2049.4088	4219.3602	3665.1791	1489.4219	1178.5221	4141.4966	1877.8698000000002	97.1238	5329.7158	2535.6304	2916.9294	1192.4672	1055.9893	2508.6416	5175.0061	2743.521	3450.8919	1935.9014	3274.5855	3546.7034	10301.0669	2425.9213
K01993	HlyD family secretion protein	280.7705	31.8126	327.9284	412.7003	262.93059999999997	235.0161	37.9534	561.2378	90.712	38.4356	1044.0799	363.8441	131.27710000000002	110.5341	203.0356	906.7067999999999	1003.2927999999999	583.1427	26.8883	759.1899999999999	659.2207	788.5026	783.2045	913.9914
K01995	branched-chain amino acid transport system ATP-binding protein	303.28979999999996	53.208	524.1911	683.5868	560.9916000000001	563.8188	58.5852	305.7253	450.1237	191.41629999999998	879.7597000000001	802.7969	178.6354	470.5646	299.7095	1736.4057	611.5488	2164.3569	250.0952	717.1426	742.2774	993.9388	647.3724	1426.3093
K01996	branched-chain amino acid transport system ATP-binding protein	311.3514	48.6024	571.8913	621.5744	431.1576	545.5507	62.8128	308.4472	487.8977	191.3584	977.2134	1124.0355	104.8167	382.9089	292.4299	1462.6724	576.9593	2148.1857	278.74129999999997	625.51	665.7775	1081.1082999999999	642.2109	1323.8895
K01997	branched-chain amino acid transport system permease protein	354.9592	48.6941	1048.0539	711.8978	752.1848	934.2081000000001	154.5105	390.6499	532.8739	170.0432	803.9228	733.4877	283.23109999999997	511.0967	279.9563	1845.219	715.7364	1344.0588	299.7196	597.798	789.0636	816.6756	724.8267	1635.3728
K01998	branched-chain amino acid transport system permease protein	300.35269999999997	39.24250000000001	763.2369	539.6426	426.7522	631.0852	107.0573	201.4519	455.9228	156.6857	827.0031	705.8985	196.495	473.5853	227.5141	2036.8059	520.158	1934.1991	258.7237	511.8223	709.5368	948.8674	636.631	1037.3865
K01999	branched-chain amino acid transport system substrate-binding protein	356.9746	55.9681	1023.718	704.167	609.1241	622.7718	95.4118	285.6807	479.2404	165.2499	883.8734	1088.7291	107.4123	495.46049999999997	293.8193	1872.7343	712.1542	1388.2154	286.6141	447.91679999999997	967.4699	978.2577	691.7505	1422.5013
K02000	glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	0.0	0.0	0.0	449.9775	177.8944	0.0	63.459199999999996	76.4817	0.0	0.0	155.85219999999998	0.0	230.70860000000002	0.0	283.308	0.0	213.0812	0.0	387.3824	0.0	262.8194	0.0	232.1738	169.0
K02001	glycine betaine/proline transport system permease protein	0.0	4.9937	0.0	475.92150000000004	238.5902	0.0	86.8282	121.7624	0.0	0.0	314.1357	0.0	311.80629999999996	0.0	305.6219	6.0456	165.26409999999998	0.0	533.1009	0.0	215.0977	0.0	477.6841	224.6466
K02002	glycine betaine/proline transport system substrate-binding protein	0.0	0.0	0.0	358.96479999999997	210.0181	24.5449	103.6203	129.0914	0.0	0.0	243.7233	0.0	341.6815	0.0	177.8063	3.3636	199.4836	0.0	402.95210000000003	0.0	298.8979	0.0	409.3788	468.8641
K02003	putative ABC transport system ATP-binding protein	1141.8717	368.064	3573.1521	5424.3402	4405.0283	4112.1671	1519.5003	4003.9181	2027.4483	928.1659999999999	6190.6687	4095.2016	2962.3149	1559.494	1617.7438	5487.7545	4908.4034	5085.2256	3160.2132	3188.8567	3446.6405	2877.3514999999998	12235.6782	2915.5449
K02004	putative ABC transport system permease protein	2428.7227000000003	633.345	5964.5275	8011.4252	5418.8505	5563.5755	2062.9755	5929.6323999999995	2927.1469	1834.0003	9679.538	5442.1433	4842.1661	2337.0093	2519.4967	9064.3746	7545.5056	7260.9071	4285.0347	4730.6235	5230.0667	3731.5156	14642.9067	3753.5724
K02005	HlyD family secretion protein	266.0448	58.7099	309.77909999999997	356.4889	576.019	200.0187	160.2873	923.1083	64.9495	79.4655	1361.3246	575.207	117.556	226.91310000000001	185.1625	718.3306	1188.6538	1225.1575	144.2681	635.2355	1020.798	784.3056	1089.7168	890.0482000000001
K02006	cobalt/nickel transport system ATP-binding protein	85.4709	7.925	342.28790000000004	295.514	86.1225	54.5725	26.8476	140.8822	12.8476	139.8859	211.3554	214.3884	88.1259	218.97840000000002	92.1893	602.362	142.7631	467.467	0.0	216.8973	171.3798	403.48170000000005	300.9744	294.8055
K02007	cobalt/nickel transport system permease protein	293.3316	10.1149	977.8269	1460.5453	338.3955	630.6054	46.1118	325.361	367.4178	484.9977	508.7668	1119.2495	363.4827	530.4745	508.7236	1791.6838	588.0061000000001	890.843	195.0651	427.6087	411.2076	837.2326	462.1723	459.5728
K02008	cobalt/nickel transport system permease protein	84.6436	0.0	172.1387	0.0	5.788	37.0295	0.0	13.246	0.0	69.9449	0.0	117.7238	0.0	122.4039	0.0	204.49540000000002	0.0	185.97469999999998	0.0	104.0962	17.1049	51.8205	0.0	18.6474
K02009	cobalt/nickel transport protein	108.5472	0.0	285.1381	411.1183	291.8041	115.8365	23.2392	87.1946	16.8614	80.2819	173.0501	172.6307	168.67739999999998	148.3708	145.1909	299.3849	206.2817	351.8861	92.4815	130.403	237.238	162.9108	154.9408	320.4534
K02010	iron(III) transport system ATP-binding protein [EC:7.2.2.7]	184.34910000000002	14.482800000000001	499.6302	174.0368	79.5734	97.4147	51.6379	33.2181	45.6188	158.7812	227.8689	230.71710000000002	0.0	217.0218	28.4587	478.54869999999994	140.3509	729.1819	0.0	256.249	195.66899999999998	404.6064	146.71089999999998	461.635
K02011	iron(III) transport system permease protein	805.8883	64.1988	1445.0116	2673.4381000000003	520.2616	669.1607	144.3883	565.6888	451.03860000000003	862.4504999999999	1376.8082	2034.0296	463.6112	537.5613	933.7169	3762.4349	1090.8352	1953.4212	295.36650000000003	1192.1885	550.7626	1084.2132	699.6341	972.2957
